,gene_id,database,kegg_id
6538,SGL_RS10125,KEGG_pathway,map00010
6539,SGL_RS10125,KEGG_pathway,map00030
6540,SGL_RS10125,KEGG_pathway,map00500
6541,SGL_RS10125,KEGG_pathway,map00520
6542,SGL_RS10125,KEGG_pathway,map01100
6543,SGL_RS10125,KEGG_pathway,map01110
6544,SGL_RS10125,KEGG_pathway,map01120
6545,SGL_RS10125,KEGG_pathway,map01130
6546,SGL_RS10125,KEGG_pathway,map01200
6548,SGL_RS10130,KEGG_pathway,map02020
6549,SGL_RS10135,KEGG_pathway,-
6554,SGL_RS10140,KEGG_pathway,map00300
6555,SGL_RS10140,KEGG_pathway,map00550
6556,SGL_RS10140,KEGG_pathway,map01100
6557,SGL_RS10140,KEGG_pathway,map01502
6558,SGL_RS10145,KEGG_pathway,-
6560,SGL_RS10150,KEGG_pathway,map03010
6561,SGL_RS10155,KEGG_pathway,-
6562,SGL_RS10160,KEGG_pathway,-
6563,SGL_RS10165,KEGG_pathway,-
6564,SGL_RS10175,KEGG_pathway,-
6565,SGL_RS10180,KEGG_pathway,-
6566,SGL_RS10185,KEGG_pathway,-
6567,SGL_RS10190,KEGG_pathway,-
6573,SGL_RS10195,KEGG_pathway,map00190
6574,SGL_RS10195,KEGG_pathway,map00860
6575,SGL_RS10195,KEGG_pathway,map01100
6576,SGL_RS10195,KEGG_pathway,map01110
6577,SGL_RS10195,KEGG_pathway,map04714
6584,SGL_RS10200,KEGG_pathway,map00190
6585,SGL_RS10200,KEGG_pathway,map00860
6586,SGL_RS10200,KEGG_pathway,map01100
6587,SGL_RS10200,KEGG_pathway,map01110
6588,SGL_RS10200,KEGG_pathway,map02020
6589,SGL_RS10200,KEGG_pathway,map04714
6590,SGL_RS10205,KEGG_pathway,-
6591,SGL_RS10210,KEGG_pathway,-
6592,SGL_RS18885,KEGG_pathway,-
6593,SGL_RS10220,KEGG_pathway,-
6594,SGL_RS10225,KEGG_pathway,-
6595,SGL_RS10230,KEGG_pathway,-
6596,SGL_RS10235,KEGG_pathway,-
6601,SGL_RS10240,KEGG_pathway,map00740
6602,SGL_RS10240,KEGG_pathway,map00790
6603,SGL_RS10240,KEGG_pathway,map01100
6604,SGL_RS10240,KEGG_pathway,map01110
6605,SGL_RS10245,KEGG_pathway,-
6610,SGL_RS10250,KEGG_pathway,map00340
6611,SGL_RS10250,KEGG_pathway,map01100
6612,SGL_RS10250,KEGG_pathway,map01110
6613,SGL_RS10250,KEGG_pathway,map01230
6614,SGL_RS10255,KEGG_pathway,-
6615,SGL_RS10260,KEGG_pathway,-
6618,SGL_RS10270,KEGG_pathway,map00860
6619,SGL_RS10270,KEGG_pathway,map01100
6621,SGL_RS10275,KEGG_pathway,map02020
6625,SGL_RS10280,KEGG_pathway,map02024
6626,SGL_RS10280,KEGG_pathway,map03018
6627,SGL_RS10280,KEGG_pathway,map05111
6628,SGL_RS10285,KEGG_pathway,-
6629,SGL_RS10290,KEGG_pathway,-
6630,SGL_RS10295,KEGG_pathway,-
6631,SGL_RS10300,KEGG_pathway,-
6632,SGL_RS10305,KEGG_pathway,-
6633,SGL_RS10310,KEGG_pathway,-
6634,SGL_RS10315,KEGG_pathway,-
6635,SGL_RS10320,KEGG_pathway,-
6636,SGL_RS10325,KEGG_pathway,-
6643,SGL_RS10330,KEGG_pathway,map00220
6644,SGL_RS10330,KEGG_pathway,map01100
6645,SGL_RS10330,KEGG_pathway,map01110
6646,SGL_RS10330,KEGG_pathway,map01130
6647,SGL_RS10330,KEGG_pathway,map01210
6648,SGL_RS10330,KEGG_pathway,map01230
6649,SGL_RS10335,KEGG_pathway,-
6651,SGL_RS10340,KEGG_pathway,map00520
6652,SGL_RS10345,KEGG_pathway,-
6653,SGL_RS10350,KEGG_pathway,-
6655,SGL_RS10355,KEGG_pathway,map02010
6656,SGL_RS10360,KEGG_pathway,-
6658,SGL_RS10365,KEGG_pathway,map02010
6660,SGL_RS10370,KEGG_pathway,map00790
6661,SGL_RS10375,KEGG_pathway,-
6662,SGL_RS10380,KEGG_pathway,-
6666,SGL_RS10385,KEGG_pathway,map00860
6667,SGL_RS10385,KEGG_pathway,map01100
6668,SGL_RS10385,KEGG_pathway,map01110
6672,SGL_RS10390,KEGG_pathway,map00860
6673,SGL_RS10390,KEGG_pathway,map01100
6674,SGL_RS10390,KEGG_pathway,map01110
6675,SGL_RS10395,KEGG_pathway,-
6676,SGL_RS10400,KEGG_pathway,-
6677,SGL_RS10405,KEGG_pathway,-
6678,SGL_RS10410,KEGG_pathway,-
6679,SGL_RS10415,KEGG_pathway,-
6681,SGL_RS10420,KEGG_pathway,map02010
6682,SGL_RS10425,KEGG_pathway,-
6684,SGL_RS10430,KEGG_pathway,map03010
6686,SGL_RS10435,KEGG_pathway,map03030
6689,SGL_RS10440,KEGG_pathway,map00195
6690,SGL_RS10440,KEGG_pathway,map01100
6691,SGL_RS10445,KEGG_pathway,-
6692,SGL_RS10450,KEGG_pathway,-
6693,SGL_RS10455,KEGG_pathway,-
6694,SGL_RS10465,KEGG_pathway,-
6697,SGL_RS10475,KEGG_pathway,map00195
6698,SGL_RS10475,KEGG_pathway,map01100
6699,SGL_RS10480,KEGG_pathway,-
6700,SGL_RS10485,KEGG_pathway,-
6703,SGL_RS10490,KEGG_pathway,map00860
6704,SGL_RS10490,KEGG_pathway,map01100
6705,SGL_RS10495,KEGG_pathway,-
6707,SGL_RS18890,KEGG_pathway,map03010
6708,SGL_RS10500,KEGG_pathway,-
6709,SGL_RS10505,KEGG_pathway,-
6713,SGL_RS10510,KEGG_pathway,map02024
6714,SGL_RS10510,KEGG_pathway,map03060
6715,SGL_RS10510,KEGG_pathway,map03070
6716,SGL_RS10515,KEGG_pathway,-
6717,SGL_RS10520,KEGG_pathway,-
6722,SGL_RS10525,KEGG_pathway,map00521
6723,SGL_RS10525,KEGG_pathway,map00562
6724,SGL_RS10525,KEGG_pathway,map01100
6725,SGL_RS10525,KEGG_pathway,map04070
6727,SGL_RS10530,KEGG_pathway,map00195
6728,SGL_RS10540,KEGG_pathway,-
6729,SGL_RS10545,KEGG_pathway,-
6730,SGL_RS10550,KEGG_pathway,-
6734,SGL_RS10555,KEGG_pathway,map00240
6735,SGL_RS10555,KEGG_pathway,map00250
6736,SGL_RS10555,KEGG_pathway,map01100
6739,SGL_RS10570,KEGG_pathway,map00561
6740,SGL_RS10570,KEGG_pathway,map01100
6741,SGL_RS10575,KEGG_pathway,-
6743,SGL_RS10580,KEGG_pathway,map00561
6744,SGL_RS10585,KEGG_pathway,-
6745,SGL_RS10595,KEGG_pathway,-
6746,SGL_RS10600,KEGG_pathway,-
6752,SGL_RS10605,KEGG_pathway,map02020
6753,SGL_RS10605,KEGG_pathway,map02024
6754,SGL_RS10605,KEGG_pathway,map02025
6755,SGL_RS10605,KEGG_pathway,map02026
6756,SGL_RS10605,KEGG_pathway,map05111
6761,SGL_RS10610,KEGG_pathway,map00051
6762,SGL_RS10610,KEGG_pathway,map00520
6763,SGL_RS10610,KEGG_pathway,map01100
6764,SGL_RS10610,KEGG_pathway,map01110
6766,SGL_RS10615,KEGG_pathway,map00550
6769,SGL_RS10620,KEGG_pathway,map00195
6770,SGL_RS10620,KEGG_pathway,map01100
6771,SGL_RS10625,KEGG_pathway,-
6772,SGL_RS10630,KEGG_pathway,-
6777,SGL_RS10640,KEGG_pathway,map00230
6778,SGL_RS10640,KEGG_pathway,map00240
6779,SGL_RS10640,KEGG_pathway,map01100
6780,SGL_RS10640,KEGG_pathway,map03020
6781,SGL_RS10645,KEGG_pathway,-
6782,SGL_RS10650,KEGG_pathway,-
6784,SGL_RS10655,KEGG_pathway,map04112
6789,SGL_RS10660,KEGG_pathway,map00430
6790,SGL_RS10660,KEGG_pathway,map00460
6791,SGL_RS10660,KEGG_pathway,map00480
6792,SGL_RS10660,KEGG_pathway,map01100
6793,SGL_RS10665,KEGG_pathway,-
6795,SGL_RS10670,KEGG_pathway,map05111
6796,SGL_RS20030,KEGG_pathway,-
6797,SGL_RS10680,KEGG_pathway,-
6798,SGL_RS10685,KEGG_pathway,-
6799,SGL_RS10690,KEGG_pathway,-
6800,SGL_RS10695,KEGG_pathway,-
6801,SGL_RS10700,KEGG_pathway,-
6802,SGL_RS10705,KEGG_pathway,-
6803,SGL_RS10710,KEGG_pathway,-
6804,SGL_RS10715,KEGG_pathway,-
6811,SGL_RS10720,KEGG_pathway,map00260
6812,SGL_RS10720,KEGG_pathway,map00750
6813,SGL_RS10720,KEGG_pathway,map01100
6814,SGL_RS10720,KEGG_pathway,map01110
6815,SGL_RS10720,KEGG_pathway,map01120
6816,SGL_RS10720,KEGG_pathway,map01230
6819,SGL_RS10725,KEGG_pathway,map00190
6820,SGL_RS10725,KEGG_pathway,map01100
6823,SGL_RS10730,KEGG_pathway,map00190
6824,SGL_RS10730,KEGG_pathway,map01100
6827,SGL_RS10735,KEGG_pathway,map00190
6828,SGL_RS10735,KEGG_pathway,map01100
6829,SGL_RS10750,KEGG_pathway,-
6830,SGL_RS10755,KEGG_pathway,-
6831,SGL_RS10760,KEGG_pathway,-
6832,SGL_RS10765,KEGG_pathway,-
6833,SGL_RS10770,KEGG_pathway,-
6834,SGL_RS10775,KEGG_pathway,-
6835,SGL_RS10780,KEGG_pathway,-
6836,SGL_RS10785,KEGG_pathway,-
6837,SGL_RS10790,KEGG_pathway,-
6838,SGL_RS10795,KEGG_pathway,-
6845,SGL_RS10800,KEGG_pathway,map00290
6846,SGL_RS10800,KEGG_pathway,map00660
6847,SGL_RS10800,KEGG_pathway,map01100
6848,SGL_RS10800,KEGG_pathway,map01110
6849,SGL_RS10800,KEGG_pathway,map01210
6850,SGL_RS10800,KEGG_pathway,map01230
6853,SGL_RS10805,KEGG_pathway,map00240
6854,SGL_RS10805,KEGG_pathway,map01100
6855,SGL_RS10815,KEGG_pathway,-
6856,SGL_RS10820,KEGG_pathway,-
6857,SGL_RS10825,KEGG_pathway,-
6861,SGL_RS10830,KEGG_pathway,map00750
6862,SGL_RS10830,KEGG_pathway,map01100
6863,SGL_RS10830,KEGG_pathway,map01120
6864,SGL_RS10835,KEGG_pathway,-
6865,SGL_RS10840,KEGG_pathway,-
6869,SGL_RS10850,KEGG_pathway,map02024
6870,SGL_RS10850,KEGG_pathway,map03060
6871,SGL_RS10850,KEGG_pathway,map03070
6872,SGL_RS18905,KEGG_pathway,-
6875,SGL_RS10865,KEGG_pathway,map00970
6876,SGL_RS10865,KEGG_pathway,map01100
6877,SGL_RS10870,KEGG_pathway,-
6878,SGL_RS10875,KEGG_pathway,-
6879,SGL_RS10880,KEGG_pathway,-
6880,SGL_RS10885,KEGG_pathway,-
6881,SGL_RS10890,KEGG_pathway,-
6882,SGL_RS10895,KEGG_pathway,-
6883,SGL_RS10900,KEGG_pathway,-
6884,SGL_RS10905,KEGG_pathway,-
6885,SGL_RS10910,KEGG_pathway,-
6886,SGL_RS10915,KEGG_pathway,-
6888,SGL_RS10920,KEGG_pathway,map03010
6889,SGL_RS10925,KEGG_pathway,-
6890,SGL_RS10930,KEGG_pathway,-
6892,SGL_RS10935,KEGG_pathway,map03010
6894,SGL_RS10940,KEGG_pathway,map03010
6895,SGL_RS10945,KEGG_pathway,-
6900,SGL_RS10950,KEGG_pathway,map00230
6901,SGL_RS10950,KEGG_pathway,map01100
6902,SGL_RS10950,KEGG_pathway,map01110
6903,SGL_RS10950,KEGG_pathway,map01130
6904,SGL_RS10955,KEGG_pathway,-
6914,SGL_RS10960,KEGG_pathway,map00030
6915,SGL_RS10960,KEGG_pathway,map00051
6916,SGL_RS10960,KEGG_pathway,map00710
6917,SGL_RS10960,KEGG_pathway,map01100
6918,SGL_RS10960,KEGG_pathway,map01110
6919,SGL_RS10960,KEGG_pathway,map01120
6920,SGL_RS10960,KEGG_pathway,map01130
6921,SGL_RS10960,KEGG_pathway,map01200
6922,SGL_RS10960,KEGG_pathway,map01230
6923,SGL_RS19900,KEGG_pathway,-
6924,SGL_RS10985,KEGG_pathway,-
6925,SGL_RS10990,KEGG_pathway,-
6929,SGL_RS10995,KEGG_pathway,map00230
6930,SGL_RS10995,KEGG_pathway,map00240
6931,SGL_RS10995,KEGG_pathway,map01100
6939,SGL_RS11000,KEGG_pathway,map00230
6940,SGL_RS11000,KEGG_pathway,map00261
6941,SGL_RS11000,KEGG_pathway,map00450
6942,SGL_RS11000,KEGG_pathway,map00920
6943,SGL_RS11000,KEGG_pathway,map01100
6944,SGL_RS11000,KEGG_pathway,map01120
6945,SGL_RS11000,KEGG_pathway,map01130
6946,SGL_RS11005,KEGG_pathway,-
6947,SGL_RS11010,KEGG_pathway,-
6952,SGL_RS11020,KEGG_pathway,map00860
6953,SGL_RS11020,KEGG_pathway,map00900
6954,SGL_RS11020,KEGG_pathway,map01100
6955,SGL_RS11020,KEGG_pathway,map01110
6959,SGL_RS11025,KEGG_pathway,map00561
6960,SGL_RS11025,KEGG_pathway,map00640
6961,SGL_RS11025,KEGG_pathway,map01100
6962,SGL_RS11035,KEGG_pathway,-
6963,SGL_RS11040,KEGG_pathway,-
6964,SGL_RS11045,KEGG_pathway,-
6965,SGL_RS11050,KEGG_pathway,-
6966,SGL_RS11055,KEGG_pathway,-
6967,SGL_RS11060,KEGG_pathway,-
6968,SGL_RS11065,KEGG_pathway,-
6969,SGL_RS11070,KEGG_pathway,-
6970,SGL_RS19610,KEGG_pathway,-
6971,SGL_RS11075,KEGG_pathway,-
6974,SGL_RS11080,KEGG_pathway,map00564
6975,SGL_RS11080,KEGG_pathway,map01110
6976,SGL_RS11085,KEGG_pathway,-
6977,SGL_RS11090,KEGG_pathway,-
6982,SGL_RS11095,KEGG_pathway,map00561
6983,SGL_RS11095,KEGG_pathway,map01100
6984,SGL_RS11095,KEGG_pathway,map03320
6985,SGL_RS11095,KEGG_pathway,map04626
6986,SGL_RS11100,KEGG_pathway,-
6987,SGL_RS11105,KEGG_pathway,-
6988,SGL_RS11110,KEGG_pathway,-
6989,SGL_RS11115,KEGG_pathway,-
6992,SGL_RS11120,KEGG_pathway,map00540
6993,SGL_RS11120,KEGG_pathway,map01100
6995,SGL_RS11125,KEGG_pathway,map03010
6997,SGL_RS11130,KEGG_pathway,map03010
7000,SGL_RS11135,KEGG_pathway,map01502
7001,SGL_RS11135,KEGG_pathway,map02020
7008,SGL_RS11140,KEGG_pathway,map00290
7009,SGL_RS11140,KEGG_pathway,map00620
7010,SGL_RS11140,KEGG_pathway,map01100
7011,SGL_RS11140,KEGG_pathway,map01110
7012,SGL_RS11140,KEGG_pathway,map01210
7013,SGL_RS11140,KEGG_pathway,map01230
7019,SGL_RS11170,KEGG_pathway,map00250
7020,SGL_RS11170,KEGG_pathway,map00330
7021,SGL_RS11170,KEGG_pathway,map01100
7022,SGL_RS11170,KEGG_pathway,map01110
7023,SGL_RS11170,KEGG_pathway,map01130
7024,SGL_RS11190,KEGG_pathway,-
7025,SGL_RS11200,KEGG_pathway,-
7026,SGL_RS11205,KEGG_pathway,-
7027,SGL_RS11210,KEGG_pathway,-
7028,SGL_RS11215,KEGG_pathway,-
7033,SGL_RS11220,KEGG_pathway,map00051
7034,SGL_RS11220,KEGG_pathway,map00520
7035,SGL_RS11220,KEGG_pathway,map01100
7036,SGL_RS11220,KEGG_pathway,map01110
7046,SGL_RS11225,KEGG_pathway,map00020
7047,SGL_RS11225,KEGG_pathway,map00640
7048,SGL_RS11225,KEGG_pathway,map00660
7049,SGL_RS11225,KEGG_pathway,map00720
7050,SGL_RS11225,KEGG_pathway,map01100
7051,SGL_RS11225,KEGG_pathway,map01110
7052,SGL_RS11225,KEGG_pathway,map01120
7053,SGL_RS11225,KEGG_pathway,map01130
7054,SGL_RS11225,KEGG_pathway,map01200
7059,SGL_RS11230,KEGG_pathway,map00900
7060,SGL_RS11230,KEGG_pathway,map01100
7061,SGL_RS11230,KEGG_pathway,map01110
7062,SGL_RS11230,KEGG_pathway,map01130
7063,SGL_RS11235,KEGG_pathway,-
7066,SGL_RS11240,KEGG_pathway,map00195
7067,SGL_RS11240,KEGG_pathway,map01100
7069,SGL_RS11245,KEGG_pathway,map03410
7070,SGL_RS11250,KEGG_pathway,-
7073,SGL_RS11255,KEGG_pathway,map00760
7074,SGL_RS11255,KEGG_pathway,map01100
7075,SGL_RS11260,KEGG_pathway,-
7078,SGL_RS11265,KEGG_pathway,map02020
7079,SGL_RS11265,KEGG_pathway,map02025
7081,SGL_RS11275,KEGG_pathway,map00970
7082,SGL_RS11280,KEGG_pathway,-
7083,SGL_RS11285,KEGG_pathway,-
7091,SGL_RS11290,KEGG_pathway,map00620
7092,SGL_RS11290,KEGG_pathway,map00680
7093,SGL_RS11290,KEGG_pathway,map00710
7094,SGL_RS11290,KEGG_pathway,map00720
7095,SGL_RS11290,KEGG_pathway,map01100
7096,SGL_RS11290,KEGG_pathway,map01120
7097,SGL_RS11290,KEGG_pathway,map01200
7098,SGL_RS11300,KEGG_pathway,-
7101,SGL_RS11305,KEGG_pathway,map00760
7102,SGL_RS11305,KEGG_pathway,map01100
7103,SGL_RS11310,KEGG_pathway,-
7104,SGL_RS11315,KEGG_pathway,-
7107,SGL_RS11320,KEGG_pathway,map00860
7108,SGL_RS11320,KEGG_pathway,map01100
7109,SGL_RS11325,KEGG_pathway,-
7113,SGL_RS11330,KEGG_pathway,map00906
7114,SGL_RS11330,KEGG_pathway,map01100
7115,SGL_RS11330,KEGG_pathway,map01110
7116,SGL_RS11335,KEGG_pathway,-
7126,SGL_RS11340,KEGG_pathway,map00010
7127,SGL_RS11340,KEGG_pathway,map00040
7128,SGL_RS11340,KEGG_pathway,map00561
7129,SGL_RS11340,KEGG_pathway,map00930
7130,SGL_RS11340,KEGG_pathway,map01100
7131,SGL_RS11340,KEGG_pathway,map01110
7132,SGL_RS11340,KEGG_pathway,map01120
7133,SGL_RS11340,KEGG_pathway,map01130
7134,SGL_RS11340,KEGG_pathway,map01220
7146,SGL_RS11345,KEGG_pathway,map00010
7147,SGL_RS11345,KEGG_pathway,map00030
7148,SGL_RS11345,KEGG_pathway,map00051
7149,SGL_RS11345,KEGG_pathway,map00680
7150,SGL_RS11345,KEGG_pathway,map00710
7151,SGL_RS11345,KEGG_pathway,map01100
7152,SGL_RS11345,KEGG_pathway,map01110
7153,SGL_RS11345,KEGG_pathway,map01120
7154,SGL_RS11345,KEGG_pathway,map01130
7155,SGL_RS11345,KEGG_pathway,map01200
7156,SGL_RS11345,KEGG_pathway,map01230
7157,SGL_RS11350,KEGG_pathway,-
7158,SGL_RS11355,KEGG_pathway,-
7159,SGL_RS11360,KEGG_pathway,-
7160,SGL_RS11365,KEGG_pathway,-
7162,SGL_RS11370,KEGG_pathway,map02020
7163,SGL_RS11375,KEGG_pathway,-
7164,SGL_RS11380,KEGG_pathway,-
7165,SGL_RS11385,KEGG_pathway,-
7167,SGL_RS11390,KEGG_pathway,map02010
7168,SGL_RS11395,KEGG_pathway,-
7173,SGL_RS11415,KEGG_pathway,map00900
7174,SGL_RS11415,KEGG_pathway,map01100
7175,SGL_RS11415,KEGG_pathway,map01110
7176,SGL_RS11415,KEGG_pathway,map01130
7189,SGL_RS11420,KEGG_pathway,map00010
7190,SGL_RS11420,KEGG_pathway,map00030
7191,SGL_RS11420,KEGG_pathway,map00051
7192,SGL_RS11420,KEGG_pathway,map00680
7193,SGL_RS11420,KEGG_pathway,map00710
7194,SGL_RS11420,KEGG_pathway,map01100
7195,SGL_RS11420,KEGG_pathway,map01110
7196,SGL_RS11420,KEGG_pathway,map01120
7197,SGL_RS11420,KEGG_pathway,map01130
7198,SGL_RS11420,KEGG_pathway,map01200
7199,SGL_RS11420,KEGG_pathway,map04152
7200,SGL_RS11420,KEGG_pathway,map04910
7202,SGL_RS11425,KEGG_pathway,map00500
7203,SGL_RS11430,KEGG_pathway,-
7204,SGL_RS11435,KEGG_pathway,-
7205,SGL_RS11440,KEGG_pathway,-
7206,SGL_RS11445,KEGG_pathway,-
7208,SGL_RS11450,KEGG_pathway,map00970
7209,SGL_RS11455,KEGG_pathway,-
7210,SGL_RS11460,KEGG_pathway,-
7211,SGL_RS11465,KEGG_pathway,-
7212,SGL_RS11470,KEGG_pathway,-
7213,SGL_RS11475,KEGG_pathway,-
7216,SGL_RS11480,KEGG_pathway,map00510
7217,SGL_RS11480,KEGG_pathway,map01100
7219,SGL_RS11485,KEGG_pathway,map00190
7222,SGL_RS11490,KEGG_pathway,map00190
7223,SGL_RS11490,KEGG_pathway,map01100
7229,SGL_RS11500,KEGG_pathway,map00460
7230,SGL_RS11500,KEGG_pathway,map00500
7231,SGL_RS11500,KEGG_pathway,map00940
7232,SGL_RS11500,KEGG_pathway,map01100
7233,SGL_RS11500,KEGG_pathway,map01110
7234,SGL_RS11505,KEGG_pathway,-
7237,SGL_RS11510,KEGG_pathway,map00790
7238,SGL_RS11510,KEGG_pathway,map01100
7239,SGL_RS11515,KEGG_pathway,-
7241,SGL_RS11520,KEGG_pathway,map04122
7242,SGL_RS11525,KEGG_pathway,-
7243,SGL_RS11530,KEGG_pathway,-
7244,SGL_RS11535,KEGG_pathway,-
7245,SGL_RS11540,KEGG_pathway,-
7246,SGL_RS11545,KEGG_pathway,-
7247,SGL_RS11550,KEGG_pathway,-
7248,SGL_RS11555,KEGG_pathway,-
7253,SGL_RS11560,KEGG_pathway,map00230
7254,SGL_RS11560,KEGG_pathway,map00240
7255,SGL_RS11560,KEGG_pathway,map01100
7256,SGL_RS11560,KEGG_pathway,map03020
7257,SGL_RS11570,KEGG_pathway,-
7258,SGL_RS11580,KEGG_pathway,-
7259,SGL_RS11585,KEGG_pathway,-
7260,SGL_RS11590,KEGG_pathway,-
7261,SGL_RS11595,KEGG_pathway,-
7262,SGL_RS11600,KEGG_pathway,-
7263,SGL_RS11605,KEGG_pathway,-
7264,SGL_RS11610,KEGG_pathway,-
7266,SGL_RS11615,KEGG_pathway,map04213
7267,SGL_RS11620,KEGG_pathway,-
7272,SGL_RS11625,KEGG_pathway,map00710
7273,SGL_RS11625,KEGG_pathway,map01100
7274,SGL_RS11625,KEGG_pathway,map01120
7275,SGL_RS11625,KEGG_pathway,map01200
7278,SGL_RS11630,KEGG_pathway,map00195
7279,SGL_RS11630,KEGG_pathway,map01100
7280,SGL_RS11635,KEGG_pathway,-
7281,SGL_RS11640,KEGG_pathway,-
7284,SGL_RS11645,KEGG_pathway,map00195
7285,SGL_RS11645,KEGG_pathway,map01100
7288,SGL_RS11650,KEGG_pathway,map03008
7289,SGL_RS11650,KEGG_pathway,map05205
7290,SGL_RS11655,KEGG_pathway,-
7291,SGL_RS11660,KEGG_pathway,-
7292,SGL_RS11675,KEGG_pathway,-
7295,SGL_RS11680,KEGG_pathway,map00564
7296,SGL_RS11680,KEGG_pathway,map01100
7297,SGL_RS11685,KEGG_pathway,-
7298,SGL_RS11690,KEGG_pathway,-
7299,SGL_RS11695,KEGG_pathway,-
7300,SGL_RS11725,KEGG_pathway,-
7303,SGL_RS11735,KEGG_pathway,map00195
7304,SGL_RS11735,KEGG_pathway,map01100
7305,SGL_RS11740,KEGG_pathway,-
7306,SGL_RS11750,KEGG_pathway,-
7312,SGL_RS11755,KEGG_pathway,map00400
7313,SGL_RS11755,KEGG_pathway,map01100
7314,SGL_RS11755,KEGG_pathway,map01110
7315,SGL_RS11755,KEGG_pathway,map01130
7316,SGL_RS11755,KEGG_pathway,map01230
7317,SGL_RS11760,KEGG_pathway,-
7318,SGL_RS11765,KEGG_pathway,-
7323,SGL_RS11775,KEGG_pathway,map00250
7324,SGL_RS11775,KEGG_pathway,map00460
7325,SGL_RS11775,KEGG_pathway,map01100
7326,SGL_RS11775,KEGG_pathway,map01110
7332,SGL_RS11780,KEGG_pathway,map00230
7333,SGL_RS11780,KEGG_pathway,map00250
7334,SGL_RS11780,KEGG_pathway,map01100
7335,SGL_RS11780,KEGG_pathway,map01110
7336,SGL_RS11780,KEGG_pathway,map01130
7337,SGL_RS11785,KEGG_pathway,-
7343,SGL_RS11790,KEGG_pathway,map00220
7344,SGL_RS11790,KEGG_pathway,map00230
7345,SGL_RS11790,KEGG_pathway,map00791
7346,SGL_RS11790,KEGG_pathway,map01100
7347,SGL_RS11790,KEGG_pathway,map01120
7351,SGL_RS11800,KEGG_pathway,map00130
7352,SGL_RS11800,KEGG_pathway,map01100
7353,SGL_RS11800,KEGG_pathway,map01110
7360,SGL_RS11805,KEGG_pathway,map00230
7361,SGL_RS11805,KEGG_pathway,map00240
7362,SGL_RS11805,KEGG_pathway,map01100
7363,SGL_RS11805,KEGG_pathway,map03030
7364,SGL_RS11805,KEGG_pathway,map03430
7365,SGL_RS11805,KEGG_pathway,map03440
7367,SGL_RS11810,KEGG_pathway,map02010
7368,SGL_RS11815,KEGG_pathway,-
7369,SGL_RS11820,KEGG_pathway,-
7370,SGL_RS11825,KEGG_pathway,-
7371,SGL_RS11830,KEGG_pathway,-
7372,SGL_RS11835,KEGG_pathway,-
7373,SGL_RS11840,KEGG_pathway,-
7375,SGL_RS11845,KEGG_pathway,map03440
7376,SGL_RS11850,KEGG_pathway,-
7377,SGL_RS11855,KEGG_pathway,-
7378,SGL_RS11860,KEGG_pathway,-
7379,SGL_RS11865,KEGG_pathway,-
7380,SGL_RS11870,KEGG_pathway,-
7381,SGL_RS11875,KEGG_pathway,-
7382,SGL_RS11880,KEGG_pathway,-
7385,SGL_RS11885,KEGG_pathway,map00591
7386,SGL_RS11885,KEGG_pathway,map01100
7387,SGL_RS11890,KEGG_pathway,-
7388,SGL_RS11895,KEGG_pathway,-
7389,SGL_RS11910,KEGG_pathway,-
7391,SGL_RS11915,KEGG_pathway,map03010
7392,SGL_RS11920,KEGG_pathway,-
7404,SGL_RS11925,KEGG_pathway,map00220
7405,SGL_RS11925,KEGG_pathway,map00250
7406,SGL_RS11925,KEGG_pathway,map00630
7407,SGL_RS11925,KEGG_pathway,map00910
7408,SGL_RS11925,KEGG_pathway,map01100
7409,SGL_RS11925,KEGG_pathway,map01120
7410,SGL_RS11925,KEGG_pathway,map01230
7411,SGL_RS11925,KEGG_pathway,map02020
7412,SGL_RS11925,KEGG_pathway,map04217
7413,SGL_RS11925,KEGG_pathway,map04724
7414,SGL_RS11925,KEGG_pathway,map04727
7415,SGL_RS11930,KEGG_pathway,-
7418,SGL_RS11935,KEGG_pathway,map00195
7419,SGL_RS11935,KEGG_pathway,map01100
7420,SGL_RS11940,KEGG_pathway,-
7421,SGL_RS11945,KEGG_pathway,-
7422,SGL_RS11950,KEGG_pathway,-
7429,SGL_RS11955,KEGG_pathway,map00260
7430,SGL_RS11955,KEGG_pathway,map00630
7431,SGL_RS11955,KEGG_pathway,map01100
7432,SGL_RS11955,KEGG_pathway,map01110
7433,SGL_RS11955,KEGG_pathway,map01130
7434,SGL_RS11955,KEGG_pathway,map01200
7435,SGL_RS11960,KEGG_pathway,-
7436,SGL_RS11965,KEGG_pathway,-
7437,SGL_RS11970,KEGG_pathway,-
7438,SGL_RS11975,KEGG_pathway,-
7447,SGL_RS11980,KEGG_pathway,map00010
7448,SGL_RS11980,KEGG_pathway,map00710
7449,SGL_RS11980,KEGG_pathway,map01100
7450,SGL_RS11980,KEGG_pathway,map01110
7451,SGL_RS11980,KEGG_pathway,map01120
7452,SGL_RS11980,KEGG_pathway,map01130
7453,SGL_RS11980,KEGG_pathway,map01200
7454,SGL_RS11980,KEGG_pathway,map01230
7455,SGL_RS11985,KEGG_pathway,-
7457,SGL_RS11990,KEGG_pathway,map00970
7458,SGL_RS11995,KEGG_pathway,-
7459,SGL_RS12000,KEGG_pathway,-
7460,SGL_RS12005,KEGG_pathway,-
7461,SGL_RS12010,KEGG_pathway,-
7462,SGL_RS12015,KEGG_pathway,-
