# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "DRX114944_cds.txt" "DRX114944.bam" 
Geneid	Chr	Start	End	Strand	Length	DRX114944.bam
SYNPCC7002_RS03025	NC_010475.1	636837	637250	-	414	152
SYNPCC7002_RS03030	NC_010475.1	637345	638043	+	699	965
SYNPCC7002_RS03035	NC_010475.1	638115	638402	+	288	262
SYNPCC7002_RS03040	NC_010475.1	638393	639841	+	1449	442
SYNPCC7002_RS03045	NC_010475.1	639923	641146	+	1224	236
SYNPCC7002_RS03055	NC_010475.1	641328	644336	+	3009	904
SYNPCC7002_RS03060	NC_010475.1	644409	644636	+	228	445
SYNPCC7002_RS03065	NC_010475.1	644798	646444	+	1647	1031
SYNPCC7002_RS03070	NC_010475.1	646516	646950	+	435	247
SYNPCC7002_RS03075	NC_010475.1	646990	647376	+	387	875
SYNPCC7002_RS03080	NC_010475.1	647534	648997	-	1464	4313
SYNPCC7002_RS03085	NC_010475.1	649177	650496	-	1320	2452
SYNPCC7002_RS03090	NC_010475.1	650633	651265	-	633	446
SYNPCC7002_RS03095	NC_010475.1	651313	652527	-	1215	1254
SYNPCC7002_RS03100	NC_010475.1	652562	653491	-	930	1659
SYNPCC7002_RS03105	NC_010475.1	653563	654405	-	843	995
SYNPCC7002_RS03110	NC_010475.1	654498	654866	-	369	688
SYNPCC7002_RS03120	NC_010475.1	655099	657018	-	1920	3175
SYNPCC7002_RS03125	NC_010475.1	657068	657508	-	441	1100
SYNPCC7002_RS03130	NC_010475.1	657566	659380	-	1815	14412
SYNPCC7002_RS03135	NC_010475.1	659721	659987	-	267	253
SYNPCC7002_RS03140	NC_010475.1	660172	660435	-	264	409
SYNPCC7002_RS03145	NC_010475.1	660524	661006	-	483	128
SYNPCC7002_RS03150	NC_010475.1	661185	661559	-	375	93
SYNPCC7002_RS03155	NC_010475.1	661543	661785	-	243	123
SYNPCC7002_RS03160	NC_010475.1	662124	663074	-	951	97
SYNPCC7002_RS03165	NC_010475.1	663261	664313	-	1053	101
SYNPCC7002_RS03170	NC_010475.1	664310	665524	-	1215	146
SYNPCC7002_RS03175	NC_010475.1	665536	666303	-	768	147
SYNPCC7002_RS03180	NC_010475.1	666343	668313	-	1971	80
SYNPCC7002_RS03185	NC_010475.1	668893	670047	-	1155	224
SYNPCC7002_RS03190	NC_010475.1	671017	671745	+	729	634
SYNPCC7002_RS03195	NC_010475.1	671840	672355	-	516	242
SYNPCC7002_RS03200	NC_010475.1	672352	672627	-	276	360
SYNPCC7002_RS03205	NC_010475.1	672720	673751	-	1032	168
SYNPCC7002_RS03210	NC_010475.1	674227	674670	+	444	1576
SYNPCC7002_RS03215	NC_010475.1	674799	675413	-	615	1803
SYNPCC7002_RS03220	NC_010475.1	675502	676212	-	711	350
SYNPCC7002_RS16625	NC_010475.1	676266	676412	-	147	26
SYNPCC7002_RS03225	NC_010475.1	676420	677151	+	732	297
SYNPCC7002_RS03230	NC_010475.1	677167	677550	+	384	114
SYNPCC7002_RS03235	NC_010475.1	677567	679102	-	1536	283
SYNPCC7002_RS03240	NC_010475.1	679147	680844	-	1698	120
SYNPCC7002_RS03245	NC_010475.1	681001	681483	-	483	27
SYNPCC7002_RS17045	NC_010475.1	681440	682303	-	864	37
SYNPCC7002_RS03255	NC_010475.1	682399	684084	-	1686	2724
SYNPCC7002_RS03260	NC_010475.1	684178	685407	-	1230	676
SYNPCC7002_RS03270	NC_010475.1	685816	686292	-	477	722
SYNPCC7002_RS03275	NC_010475.1	686661	687644	+	984	5661
SYNPCC7002_RS03280	NC_010475.1	687685	689088	+	1404	5525
SYNPCC7002_RS03285	NC_010475.1	689121	690092	+	972	2459
SYNPCC7002_RS03290	NC_010475.1	690178	690573	+	396	371
SYNPCC7002_RS03295	NC_010475.1	690808	691899	+	1092	150
SYNPCC7002_RS03305	NC_010475.1	692367	692639	-	273	78
SYNPCC7002_RS03310	NC_010475.1	692790	694028	-	1239	109
SYNPCC7002_RS03315	NC_010475.1	694432	694914	+	483	18
SYNPCC7002_RS03320	NC_010475.1	695083	696090	+	1008	42
SYNPCC7002_RS03325	NC_010475.1	696127	697209	+	1083	32
SYNPCC7002_RS03330	NC_010475.1	697224	697742	+	519	22
SYNPCC7002_RS03335	NC_010475.1	697775	698746	+	972	25
SYNPCC7002_RS03340	NC_010475.1	698752	699039	+	288	76
SYNPCC7002_RS03345	NC_010475.1	699044	699535	+	492	93
SYNPCC7002_RS03350	NC_010475.1	699559	700005	-	447	132
SYNPCC7002_RS03355	NC_010475.1	700150	701202	+	1053	130
SYNPCC7002_RS03360	NC_010475.1	701132	702208	-	1077	677
SYNPCC7002_RS03365	NC_010475.1	702281	702682	-	402	969
SYNPCC7002_RS03370	NC_010475.1	702912	703082	+	171	154
SYNPCC7002_RS03375	NC_010475.1	703097	704017	-	921	338
SYNPCC7002_RS03380	NC_010475.1	704252	706165	+	1914	921
SYNPCC7002_RS03385	NC_010475.1	706286	706729	+	444	1029
SYNPCC7002_RS03390	NC_010475.1	706817	707653	+	837	264
SYNPCC7002_RS03395	NC_010475.1	707723	708391	+	669	295
SYNPCC7002_RS03400	NC_010475.1	708549	708926	+	378	72
SYNPCC7002_RS03405	NC_010475.1	708930	709739	+	810	315
SYNPCC7002_RS03410	NC_010475.1	709762	711282	-	1521	1509
SYNPCC7002_RS03415	NC_010475.1	711498	711926	-	429	16690
SYNPCC7002_RS03420	NC_010475.1	712243	713127	+	885	308
SYNPCC7002_RS03425	NC_010475.1	713150	714055	-	906	433
SYNPCC7002_RS03430	NC_010475.1	714052	714510	-	459	207
SYNPCC7002_RS03435	NC_010475.1	714555	715337	-	783	510
SYNPCC7002_RS03440	NC_010475.1	715348	715881	-	534	752
SYNPCC7002_RS03445	NC_010475.1	715964	716485	-	522	171
SYNPCC7002_RS03450	NC_010475.1	716577	718787	-	2211	895
SYNPCC7002_RS03455	NC_010475.1	718941	720329	-	1389	561
SYNPCC7002_RS03460	NC_010475.1	720376	721473	-	1098	196
SYNPCC7002_RS03465	NC_010475.1	721449	721703	-	255	123
SYNPCC7002_RS03470	NC_010475.1	721700	722836	-	1137	927
SYNPCC7002_RS03475	NC_010475.1	722958	724913	-	1956	1588
SYNPCC7002_RS03480	NC_010475.1	725030	725779	-	750	3804
SYNPCC7002_RS03485	NC_010475.1	726189	728210	+	2022	1128
SYNPCC7002_RS03490	NC_010475.1	728330	729436	+	1107	1373
SYNPCC7002_RS03495	NC_010475.1	729503	730741	+	1239	730
SYNPCC7002_RS03500	NC_010475.1	730750	731307	+	558	167
SYNPCC7002_RS03505	NC_010475.1	731304	732380	-	1077	218
SYNPCC7002_RS03510	NC_010475.1	732408	733571	-	1164	243
SYNPCC7002_RS03515	NC_010475.1	733641	734567	+	927	217
SYNPCC7002_RS03520	NC_010475.1	734570	735340	-	771	158
SYNPCC7002_RS03525	NC_010475.1	735424	736446	-	1023	372
SYNPCC7002_RS03530	NC_010475.1	736509	737351	-	843	451
SYNPCC7002_RS03535	NC_010475.1	737601	738680	-	1080	26100
SYNPCC7002_RS03540	NC_010475.1	738969	740762	-	1794	3709
SYNPCC7002_RS03545	NC_010475.1	741040	741534	+	495	121
SYNPCC7002_RS03550	NC_010475.1	741531	742811	-	1281	2035
SYNPCC7002_RS16940	NC_010475.1	742816	742989	-	174	801
SYNPCC7002_RS03555	NC_010475.1	743051	744850	-	1800	750
SYNPCC7002_RS03560	NC_010475.1	744877	745632	-	756	91
SYNPCC7002_RS03565	NC_010475.1	745642	746475	-	834	179
SYNPCC7002_RS03570	NC_010475.1	746668	747708	+	1041	387
SYNPCC7002_RS03575	NC_010475.1	747743	748039	+	297	628
SYNPCC7002_RS03580	NC_010475.1	748071	748535	-	465	603
SYNPCC7002_RS03585	NC_010475.1	748609	749772	-	1164	667
SYNPCC7002_RS03590	NC_010475.1	749796	751154	-	1359	550
SYNPCC7002_RS03595	NC_010475.1	751262	751711	-	450	131
SYNPCC7002_RS03600	NC_010475.1	751864	752406	+	543	196
SYNPCC7002_RS03605	NC_010475.1	752950	753807	+	858	262
SYNPCC7002_RS03610	NC_010475.1	753808	755298	-	1491	328
SYNPCC7002_RS03615	NC_010475.1	755384	755977	-	594	62
SYNPCC7002_RS03620	NC_010475.1	756079	757734	-	1656	534
SYNPCC7002_RS03625	NC_010475.1	757817	758710	-	894	304
SYNPCC7002_RS03630	NC_010475.1	758730	759329	-	600	113
SYNPCC7002_RS03635	NC_010475.1	759333	759833	-	501	69
SYNPCC7002_RS03640	NC_010475.1	760184	761800	-	1617	236
SYNPCC7002_RS16070	NC_010475.1	762052	762525	+	474	395
SYNPCC7002_RS03650	NC_010475.1	762580	763344	-	765	1395
SYNPCC7002_RS03655	NC_010475.1	763649	764593	-	945	29439
SYNPCC7002_RS03660	NC_010475.1	764678	766195	-	1518	49258
SYNPCC7002_RS03665	NC_010475.1	766297	766854	-	558	14783
SYNPCC7002_RS03670	NC_010475.1	766851	767378	-	528	13095
SYNPCC7002_RS03675	NC_010475.1	767508	767993	-	486	10352
SYNPCC7002_RS03680	NC_010475.1	768144	768389	-	246	18105
SYNPCC7002_RS03685	NC_010475.1	768551	769285	-	735	33743
SYNPCC7002_RS03690	NC_010475.1	769346	769894	-	549	16916
SYNPCC7002_RS03695	NC_010475.1	770205	771179	+	975	335
SYNPCC7002_RS03700	NC_010475.1	771195	771551	+	357	131
SYNPCC7002_RS03705	NC_010475.1	771622	771888	+	267	441
SYNPCC7002_RS03710	NC_010475.1	772046	773266	-	1221	3271
SYNPCC7002_RS03715	NC_010475.1	773338	774426	-	1089	2179
SYNPCC7002_RS03720	NC_010475.1	774503	774883	-	381	437
SYNPCC7002_RS03725	NC_010475.1	775011	776045	+	1035	208
SYNPCC7002_RS03730	NC_010475.1	776048	777373	+	1326	228
SYNPCC7002_RS03735	NC_010475.1	777395	778144	+	750	148
SYNPCC7002_RS03740	NC_010475.1	778301	779752	+	1452	55355
SYNPCC7002_RS03745	NC_010475.1	779853	780257	+	405	6987
SYNPCC7002_RS03750	NC_010475.1	780405	780707	-	303	3146
SYNPCC7002_RS03755	NC_010475.1	780998	781459	+	462	324
SYNPCC7002_RS03760	NC_010475.1	781519	782781	+	1263	1763
SYNPCC7002_RS03765	NC_010475.1	782833	783087	+	255	283
SYNPCC7002_RS03770	NC_010475.1	783325	786264	+	2940	8836
SYNPCC7002_RS16385	NC_010475.1	786458	786547	+	90	44
SYNPCC7002_RS17200	NC_010475.1	786567	786689	+	123	300
SYNPCC7002_RS03775	NC_010475.1	786863	787549	+	687	217
SYNPCC7002_RS03780	NC_010475.1	787557	788369	+	813	475
SYNPCC7002_RS03785	NC_010475.1	788380	789510	-	1131	1260
SYNPCC7002_RS03790	NC_010475.1	789611	791080	-	1470	67
SYNPCC7002_RS16630	NC_010475.1	791098	791235	-	138	4
SYNPCC7002_RS03795	NC_010475.1	791312	791428	+	117	364
SYNPCC7002_RS03800	NC_010475.1	791563	792309	+	747	1630
SYNPCC7002_RS03805	NC_010475.1	792513	793049	+	537	308
SYNPCC7002_RS17205	NC_010475.1	793180	793314	+	135	11
SYNPCC7002_RS03810	NC_010475.1	793307	793522	+	216	101
SYNPCC7002_RS03815	NC_010475.1	793551	794633	-	1083	250
SYNPCC7002_RS03820	NC_010475.1	794651	796351	-	1701	925
SYNPCC7002_RS03825	NC_010475.1	796425	797087	+	663	117
SYNPCC7002_RS03830	NC_010475.1	797098	798039	-	942	365
SYNPCC7002_RS03835	NC_010475.1	798073	798645	-	573	649
SYNPCC7002_RS03840	NC_010475.1	798675	799052	-	378	311
SYNPCC7002_RS03845	NC_010475.1	799194	799937	-	744	267
SYNPCC7002_RS03850	NC_010475.1	799941	800408	-	468	414
SYNPCC7002_RS03855	NC_010475.1	800544	801755	-	1212	227
SYNPCC7002_RS03860	NC_010475.1	801808	802389	-	582	23
SYNPCC7002_RS03865	NC_010475.1	802598	803893	+	1296	245
SYNPCC7002_RS03870	NC_010475.1	803911	804696	-	786	383
SYNPCC7002_RS16635	NC_010475.1	804730	805284	-	555	82
SYNPCC7002_RS16640	NC_010475.1	805280	805693	-	414	72
SYNPCC7002_RS16390	NC_010475.1	805852	805968	+	117	1067
SYNPCC7002_RS03880	NC_010475.1	806131	806421	+	291	134
SYNPCC7002_RS03885	NC_010475.1	806575	807699	+	1125	2666
SYNPCC7002_RS03890	NC_010475.1	807703	808086	+	384	336
SYNPCC7002_RS03895	NC_010475.1	808083	808325	-	243	98
SYNPCC7002_RS03900	NC_010475.1	808542	808859	+	318	222
SYNPCC7002_RS03905	NC_010475.1	808944	810554	-	1611	8065
SYNPCC7002_RS03910	NC_010475.1	810801	811310	+	510	361
SYNPCC7002_RS03920	NC_010475.1	811535	812440	+	906	687
SYNPCC7002_RS03925	NC_010475.1	812469	813032	+	564	248
SYNPCC7002_RS03930	NC_010475.1	813046	814182	+	1137	191
SYNPCC7002_RS03935	NC_010475.1	814563	816644	+	2082	1892
SYNPCC7002_RS03940	NC_010475.1	816746	817582	+	837	109
SYNPCC7002_RS03945	NC_010475.1	817826	818776	+	951	506
SYNPCC7002_RS03950	NC_010475.1	818815	819792	-	978	108
SYNPCC7002_RS03955	NC_010475.1	819953	820966	-	1014	1864
SYNPCC7002_RS03960	NC_010475.1	821085	821648	-	564	8247
SYNPCC7002_RS03965	NC_010475.1	821751	823577	-	1827	340
SYNPCC7002_RS03970	NC_010475.1	823903	824961	+	1059	154
SYNPCC7002_RS03975	NC_010475.1	825010	825303	+	294	31
SYNPCC7002_RS03980	NC_010475.1	825354	826211	+	858	56
SYNPCC7002_RS03985	NC_010475.1	826201	827025	+	825	50
SYNPCC7002_RS03990	NC_010475.1	827103	828149	+	1047	104
SYNPCC7002_RS03995	NC_010475.1	828286	829080	+	795	527
SYNPCC7002_RS04000	NC_010475.1	829320	829526	+	207	1543
SYNPCC7002_RS04005	NC_010475.1	829567	829950	+	384	2539
SYNPCC7002_RS04010	NC_010475.1	829954	830379	+	426	713
SYNPCC7002_RS16075	NC_010475.1	830401	830895	-	495	260
SYNPCC7002_RS04020	NC_010475.1	830992	831660	+	669	63
SYNPCC7002_RS16395	NC_010475.1	831706	831885	+	180	7
SYNPCC7002_RS04025	NC_010475.1	831961	833637	+	1677	1613
SYNPCC7002_RS04030	NC_010475.1	833761	835998	+	2238	1220
SYNPCC7002_RS04035	NC_010475.1	836078	836281	-	204	17117
SYNPCC7002_RS04040	NC_010475.1	836362	836493	+	132	550
SYNPCC7002_RS04045	NC_010475.1	836710	837453	-	744	1300
SYNPCC7002_RS04050	NC_010475.1	837715	838461	-	747	109417
SYNPCC7002_RS04055	NC_010475.1	838862	839863	+	1002	816
SYNPCC7002_RS04060	NC_010475.1	839931	840539	+	609	284
SYNPCC7002_RS04065	NC_010475.1	840639	841088	+	450	2941
SYNPCC7002_RS04070	NC_010475.1	841173	841745	-	573	150
SYNPCC7002_RS04075	NC_010475.1	841805	843244	-	1440	501
SYNPCC7002_RS04080	NC_010475.1	843356	843994	+	639	112
SYNPCC7002_RS04085	NC_010475.1	844063	845241	+	1179	1177
SYNPCC7002_RS04090	NC_010475.1	845258	845671	-	414	285
SYNPCC7002_RS04095	NC_010475.1	845664	845882	-	219	155
SYNPCC7002_RS04100	NC_010475.1	845944	847716	-	1773	1978
SYNPCC7002_RS04105	NC_010475.1	847765	848196	-	432	270
SYNPCC7002_RS04110	NC_010475.1	848300	849352	+	1053	4754
SYNPCC7002_RS04115	NC_010475.1	849514	850446	+	933	285
SYNPCC7002_RS04120	NC_010475.1	850469	851419	+	951	221
SYNPCC7002_RS04125	NC_010475.1	851586	854159	-	2574	4356
SYNPCC7002_RS04130	NC_010475.1	854319	856511	-	2193	174
SYNPCC7002_RS04135	NC_010475.1	856966	858180	-	1215	122
SYNPCC7002_RS04140	NC_010475.1	858218	858433	-	216	91
SYNPCC7002_RS04150	NC_010475.1	858725	860110	-	1386	4709
SYNPCC7002_RS04160	NC_010475.1	860573	861055	+	483	271
SYNPCC7002_RS04165	NC_010475.1	861015	861776	-	762	143
SYNPCC7002_RS04170	NC_010475.1	861863	862756	+	894	826
SYNPCC7002_RS04175	NC_010475.1	862773	863030	-	258	186
SYNPCC7002_RS04180	NC_010475.1	863027	863341	-	315	171
SYNPCC7002_RS04185	NC_010475.1	863401	865659	-	2259	1540
SYNPCC7002_RS16645	NC_010475.1	865698	865877	-	180	11
SYNPCC7002_RS04190	NC_010475.1	865888	866580	-	693	974
SYNPCC7002_RS04195	NC_010475.1	866577	866897	-	321	242
SYNPCC7002_RS04200	NC_010475.1	867201	867683	-	483	20616
SYNPCC7002_RS04205	NC_010475.1	867740	868408	-	669	24937
SYNPCC7002_RS04210	NC_010475.1	868639	869883	+	1245	997
SYNPCC7002_RS04215	NC_010475.1	869880	871322	-	1443	557
SYNPCC7002_RS04220	NC_010475.1	871453	871641	-	189	95
SYNPCC7002_RS04225	NC_010475.1	871721	871957	+	237	4314
SYNPCC7002_RS04230	NC_010475.1	872160	873362	-	1203	6420
SYNPCC7002_RS04235	NC_010475.1	873736	875286	-	1551	91
SYNPCC7002_RS04240	NC_010475.1	875468	876709	-	1242	215
SYNPCC7002_RS04245	NC_010475.1	876764	878110	-	1347	865
SYNPCC7002_RS04250	NC_010475.1	878168	878923	-	756	325
SYNPCC7002_RS04255	NC_010475.1	879038	879526	-	489	294
SYNPCC7002_RS04260	NC_010475.1	879750	880958	-	1209	16071
SYNPCC7002_RS17210	NC_010475.1	881477	881608	+	132	176
SYNPCC7002_RS04265	NC_010475.1	881639	883633	+	1995	7825
SYNPCC7002_RS04270	NC_010475.1	883752	883976	+	225	315
SYNPCC7002_RS04275	NC_010475.1	883979	884314	-	336	440
SYNPCC7002_RS04280	NC_010475.1	884446	886053	-	1608	404
SYNPCC7002_RS16945	NC_010475.1	886182	886352	-	171	96
SYNPCC7002_RS04290	NC_010475.1	886867	887667	+	801	544
SYNPCC7002_RS04295	NC_010475.1	888100	889602	+	1503	481
SYNPCC7002_RS04300	NC_010475.1	889623	890459	+	837	371
SYNPCC7002_RS04305	NC_010475.1	890459	891352	+	894	585
SYNPCC7002_RS04310	NC_010475.1	891410	891853	+	444	498
SYNPCC7002_RS04315	NC_010475.1	891958	892434	+	477	152
SYNPCC7002_RS04320	NC_010475.1	892587	893804	+	1218	197
SYNPCC7002_RS04325	NC_010475.1	893870	894781	-	912	527
SYNPCC7002_RS04330	NC_010475.1	895053	897347	+	2295	458
SYNPCC7002_RS04335	NC_010475.1	897454	898563	+	1110	679
SYNPCC7002_RS04340	NC_010475.1	898623	899468	+	846	417
SYNPCC7002_RS04345	NC_010475.1	899537	900946	+	1410	563
SYNPCC7002_RS04350	NC_010475.1	900956	902020	-	1065	786
SYNPCC7002_RS04355	NC_010475.1	902272	902655	+	384	417
SYNPCC7002_RS04360	NC_010475.1	903182	904024	+	843	257
SYNPCC7002_RS04365	NC_010475.1	904115	905440	+	1326	458
SYNPCC7002_RS04370	NC_010475.1	905486	905986	+	501	104
SYNPCC7002_RS04375	NC_010475.1	906058	907353	+	1296	474
SYNPCC7002_RS04380	NC_010475.1	907258	907794	-	537	191
SYNPCC7002_RS04385	NC_010475.1	907850	908419	+	570	262
SYNPCC7002_RS04390	NC_010475.1	908425	909141	-	717	290
SYNPCC7002_RS04395	NC_010475.1	909145	909975	-	831	457
SYNPCC7002_RS04400	NC_010475.1	909990	910817	-	828	851
SYNPCC7002_RS04405	NC_010475.1	910910	912241	+	1332	5341
SYNPCC7002_RS04410	NC_010475.1	912297	912590	+	294	2749
SYNPCC7002_RS04415	NC_010475.1	912677	913687	+	1011	515
SYNPCC7002_RS04420	NC_010475.1	913704	915689	-	1986	652
SYNPCC7002_RS04425	NC_010475.1	915800	916675	-	876	217
SYNPCC7002_RS04430	NC_010475.1	916690	917523	-	834	127
SYNPCC7002_RS04435	NC_010475.1	917516	919675	-	2160	455
SYNPCC7002_RS04440	NC_010475.1	919947	920813	-	867	972
SYNPCC7002_RS04445	NC_010475.1	920895	921830	-	936	259
SYNPCC7002_RS04450	NC_010475.1	921877	923043	-	1167	345
SYNPCC7002_RS04455	NC_010475.1	923329	923955	-	627	58
SYNPCC7002_RS04460	NC_010475.1	924089	925924	-	1836	135
SYNPCC7002_RS04465	NC_010475.1	926444	928012	+	1569	902
SYNPCC7002_RS04470	NC_010475.1	928143	928874	+	732	937
SYNPCC7002_RS04475	NC_010475.1	928937	929227	+	291	321
SYNPCC7002_RS04480	NC_010475.1	929212	930033	-	822	729
SYNPCC7002_RS04485	NC_010475.1	930090	930680	-	591	106
SYNPCC7002_RS04490	NC_010475.1	930703	931650	-	948	206
SYNPCC7002_RS04495	NC_010475.1	931723	934005	-	2283	667
SYNPCC7002_RS04500	NC_010475.1	934269	934976	+	708	959
SYNPCC7002_RS04505	NC_010475.1	935063	936940	-	1878	2344
SYNPCC7002_RS04510	NC_010475.1	937116	937766	-	651	231
SYNPCC7002_RS04515	NC_010475.1	937909	938346	+	438	1346
SYNPCC7002_RS04520	NC_010475.1	938380	939150	+	771	1232
SYNPCC7002_RS04525	NC_010475.1	939147	940277	-	1131	324
SYNPCC7002_RS04530	NC_010475.1	940327	941604	+	1278	1070
SYNPCC7002_RS04535	NC_010475.1	941625	942320	-	696	1416
SYNPCC7002_RS04540	NC_010475.1	942391	942876	-	486	70
SYNPCC7002_RS04545	NC_010475.1	942959	943672	+	714	207
SYNPCC7002_RS16080	NC_010475.1	943911	944966	+	1056	1646
SYNPCC7002_RS04555	NC_010475.1	945099	945542	+	444	418
SYNPCC7002_RS04560	NC_010475.1	945610	945975	+	366	12643
SYNPCC7002_RS04565	NC_010475.1	946085	947146	-	1062	2392
SYNPCC7002_RS04570	NC_010475.1	947161	948048	-	888	637
SYNPCC7002_RS04575	NC_010475.1	948397	949203	-	807	185
SYNPCC7002_RS04580	NC_010475.1	949252	950079	-	828	178
SYNPCC7002_RS04585	NC_010475.1	950149	951024	+	876	310
SYNPCC7002_RS04590	NC_010475.1	951021	951881	-	861	525
SYNPCC7002_RS04595	NC_010475.1	951934	952272	-	339	89
SYNPCC7002_RS04600	NC_010475.1	952287	953450	-	1164	309
SYNPCC7002_RS04605	NC_010475.1	953618	955084	-	1467	478
SYNPCC7002_RS04610	NC_010475.1	955335	955640	-	306	1453
SYNPCC7002_RS04615	NC_010475.1	955663	956280	-	618	2195
SYNPCC7002_RS04620	NC_010475.1	956342	956953	-	612	1826
SYNPCC7002_RS04625	NC_010475.1	957005	958123	-	1119	4653
SYNPCC7002_RS04630	NC_010475.1	958334	959137	-	804	604
SYNPCC7002_RS04635	NC_010475.1	959175	959933	-	759	261
SYNPCC7002_RS04640	NC_010475.1	960029	960856	+	828	1404
SYNPCC7002_RS04645	NC_010475.1	961114	961878	+	765	615
SYNPCC7002_RS04650	NC_010475.1	961936	962577	+	642	942
SYNPCC7002_RS04655	NC_010475.1	962596	963216	-	621	1243
SYNPCC7002_RS04660	NC_010475.1	964243	964821	+	579	53
SYNPCC7002_RS04665	NC_010475.1	964875	965330	+	456	15
SYNPCC7002_RS04670	NC_010475.1	965423	965959	+	537	30
SYNPCC7002_RS04675	NC_010475.1	966311	966703	-	393	118
SYNPCC7002_RS04680	NC_010475.1	967453	968172	+	720	2463
SYNPCC7002_RS04685	NC_010475.1	968304	969311	+	1008	607
SYNPCC7002_RS04690	NC_010475.1	969345	971099	+	1755	631
SYNPCC7002_RS04695	NC_010475.1	971083	972183	+	1101	321
SYNPCC7002_RS04700	NC_010475.1	972180	973205	-	1026	326
SYNPCC7002_RS04705	NC_010475.1	973225	973800	+	576	407
SYNPCC7002_RS04710	NC_010475.1	973933	974400	+	468	323
SYNPCC7002_RS04715	NC_010475.1	974518	976146	+	1629	547
SYNPCC7002_RS04720	NC_010475.1	976266	976706	+	441	303
SYNPCC7002_RS04725	NC_010475.1	976703	977137	-	435	254
SYNPCC7002_RS04730	NC_010475.1	977147	978334	-	1188	1044
SYNPCC7002_RS16085	NC_010475.1	978418	979272	-	855	333
SYNPCC7002_RS04750	NC_010475.1	979803	982331	+	2529	506
SYNPCC7002_RS04755	NC_010475.1	982328	982600	-	273	182
SYNPCC7002_RS04760	NC_010475.1	982676	983224	-	549	3421
SYNPCC7002_RS04765	NC_010475.1	983211	983933	-	723	1955
SYNPCC7002_RS04770	NC_010475.1	984107	984895	+	789	261
SYNPCC7002_RS04775	NC_010475.1	985037	986017	-	981	24356
SYNPCC7002_RS04780	NC_010475.1	986451	986996	-	546	1986
SYNPCC7002_RS04785	NC_010475.1	987179	987274	-	96	670
SYNPCC7002_RS04790	NC_010475.1	987467	988393	+	927	164
SYNPCC7002_RS04795	NC_010475.1	988390	989802	-	1413	249
SYNPCC7002_RS04800	NC_010475.1	990631	990849	+	219	158
SYNPCC7002_RS04805	NC_010475.1	990836	991132	+	297	228
SYNPCC7002_RS04810	NC_010475.1	991221	992834	-	1614	715
SYNPCC7002_RS04815	NC_010475.1	992954	994540	+	1587	2913
SYNPCC7002_RS04820	NC_010475.1	994564	995154	-	591	415
SYNPCC7002_RS04825	NC_010475.1	995346	995774	+	429	68
SYNPCC7002_RS04830	NC_010475.1	995868	996431	+	564	108
SYNPCC7002_RS04835	NC_010475.1	996519	997091	+	573	45
SYNPCC7002_RS04840	NC_010475.1	997103	998155	-	1053	301
SYNPCC7002_RS04845	NC_010475.1	998293	998757	-	465	1178
SYNPCC7002_RS04850	NC_010475.1	998899	999888	+	990	576
SYNPCC7002_RS04855	NC_010475.1	999885	1001255	-	1371	782
SYNPCC7002_RS04860	NC_010475.1	1001397	1001870	+	474	332
SYNPCC7002_RS04865	NC_010475.1	1001903	1002865	+	963	425
SYNPCC7002_RS04870	NC_010475.1	1002985	1003818	-	834	938
SYNPCC7002_RS04875	NC_010475.1	1004056	1005033	+	978	1378
SYNPCC7002_RS04880	NC_010475.1	1005160	1005930	+	771	320
SYNPCC7002_RS04885	NC_010475.1	1006136	1007557	-	1422	252
SYNPCC7002_RS04890	NC_010475.1	1007779	1008507	+	729	3697
SYNPCC7002_RS04895	NC_010475.1	1008671	1010671	+	2001	1188
SYNPCC7002_RS04900	NC_010475.1	1010742	1010873	-	132	657
SYNPCC7002_RS04905	NC_010475.1	1011024	1011383	+	360	93
SYNPCC7002_RS16950	NC_010475.1	1011557	1011697	-	141	41
SYNPCC7002_RS04910	NC_010475.1	1012007	1013407	-	1401	1193
SYNPCC7002_RS04915	NC_010475.1	1013411	1013701	-	291	348
SYNPCC7002_RS04920	NC_010475.1	1013769	1014914	-	1146	1584
SYNPCC7002_RS04925	NC_010475.1	1015205	1015984	+	780	1932
SYNPCC7002_RS16410	NC_010475.1	1016169	1016306	+	138	1000
SYNPCC7002_RS04935	NC_010475.1	1016370	1016720	+	351	965
SYNPCC7002_RS04940	NC_010475.1	1016710	1017102	+	393	1986
SYNPCC7002_RS04945	NC_010475.1	1017282	1018448	+	1167	11808
SYNPCC7002_RS04950	NC_010475.1	1018455	1018946	+	492	3568
SYNPCC7002_RS04955	NC_010475.1	1019059	1019559	+	501	1018
SYNPCC7002_RS04960	NC_010475.1	1019663	1021159	+	1497	1073
SYNPCC7002_RS04965	NC_010475.1	1021242	1021745	+	504	889
SYNPCC7002_RS16090	NC_010475.1	1022029	1025811	+	3783	1086
SYNPCC7002_RS04975	NC_010475.1	1025817	1026182	+	366	201
SYNPCC7002_RS04980	NC_010475.1	1026279	1027370	+	1092	600
SYNPCC7002_RS04985	NC_010475.1	1027759	1029198	+	1440	1282
SYNPCC7002_RS04990	NC_010475.1	1029258	1032974	+	3717	447
SYNPCC7002_RS04995	NC_010475.1	1033065	1033925	+	861	161
