# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "DRX114947_cds.txt" "DRX114947.bam" 
Geneid	Chr	Start	End	Strand	Length	DRX114947.bam
SYNPCC7002_RS03020	NC_010475.1	635698	636840	+	1143	349
SYNPCC7002_RS03025	NC_010475.1	636837	637250	-	414	116
SYNPCC7002_RS03030	NC_010475.1	637345	638043	+	699	780
SYNPCC7002_RS03035	NC_010475.1	638115	638402	+	288	239
SYNPCC7002_RS03040	NC_010475.1	638393	639841	+	1449	343
SYNPCC7002_RS03045	NC_010475.1	639923	641146	+	1224	248
SYNPCC7002_RS03055	NC_010475.1	641328	644336	+	3009	725
SYNPCC7002_RS03060	NC_010475.1	644409	644636	+	228	286
SYNPCC7002_RS03065	NC_010475.1	644798	646444	+	1647	766
SYNPCC7002_RS03070	NC_010475.1	646516	646950	+	435	157
SYNPCC7002_RS03075	NC_010475.1	646990	647376	+	387	644
SYNPCC7002_RS03080	NC_010475.1	647534	648997	-	1464	2964
SYNPCC7002_RS03085	NC_010475.1	649177	650496	-	1320	1591
SYNPCC7002_RS03090	NC_010475.1	650633	651265	-	633	291
SYNPCC7002_RS03095	NC_010475.1	651313	652527	-	1215	1170
SYNPCC7002_RS03100	NC_010475.1	652562	653491	-	930	1360
SYNPCC7002_RS03105	NC_010475.1	653563	654405	-	843	1000
SYNPCC7002_RS03110	NC_010475.1	654498	654866	-	369	548
SYNPCC7002_RS03120	NC_010475.1	655099	657018	-	1920	2851
SYNPCC7002_RS03125	NC_010475.1	657068	657508	-	441	669
SYNPCC7002_RS03130	NC_010475.1	657566	659380	-	1815	12582
SYNPCC7002_RS03135	NC_010475.1	659721	659987	-	267	144
SYNPCC7002_RS03140	NC_010475.1	660172	660435	-	264	232
SYNPCC7002_RS03145	NC_010475.1	660524	661006	-	483	122
SYNPCC7002_RS03150	NC_010475.1	661185	661559	-	375	72
SYNPCC7002_RS03155	NC_010475.1	661543	661785	-	243	101
SYNPCC7002_RS03160	NC_010475.1	662124	663074	-	951	77
SYNPCC7002_RS03165	NC_010475.1	663261	664313	-	1053	101
SYNPCC7002_RS03170	NC_010475.1	664310	665524	-	1215	119
SYNPCC7002_RS03175	NC_010475.1	665536	666303	-	768	113
SYNPCC7002_RS03180	NC_010475.1	666343	668313	-	1971	76
SYNPCC7002_RS03185	NC_010475.1	668893	670047	-	1155	184
SYNPCC7002_RS03190	NC_010475.1	671017	671745	+	729	1802
SYNPCC7002_RS03195	NC_010475.1	671840	672355	-	516	246
SYNPCC7002_RS03200	NC_010475.1	672352	672627	-	276	324
SYNPCC7002_RS03205	NC_010475.1	672720	673751	-	1032	141
SYNPCC7002_RS03210	NC_010475.1	674227	674670	+	444	1347
SYNPCC7002_RS03215	NC_010475.1	674799	675413	-	615	1768
SYNPCC7002_RS03220	NC_010475.1	675502	676212	-	711	297
SYNPCC7002_RS16625	NC_010475.1	676266	676412	-	147	20
SYNPCC7002_RS03225	NC_010475.1	676420	677151	+	732	259
SYNPCC7002_RS03230	NC_010475.1	677167	677550	+	384	75
SYNPCC7002_RS03235	NC_010475.1	677567	679102	-	1536	260
SYNPCC7002_RS03240	NC_010475.1	679147	680844	-	1698	127
SYNPCC7002_RS03245	NC_010475.1	681001	681483	-	483	53
SYNPCC7002_RS17045	NC_010475.1	681440	682303	-	864	28
SYNPCC7002_RS03255	NC_010475.1	682399	684084	-	1686	2958
SYNPCC7002_RS03260	NC_010475.1	684178	685407	-	1230	628
SYNPCC7002_RS03270	NC_010475.1	685816	686292	-	477	164
SYNPCC7002_RS03275	NC_010475.1	686661	687644	+	984	3304
SYNPCC7002_RS03280	NC_010475.1	687685	689088	+	1404	3310
SYNPCC7002_RS03285	NC_010475.1	689121	690092	+	972	1768
SYNPCC7002_RS03290	NC_010475.1	690178	690573	+	396	275
SYNPCC7002_RS03295	NC_010475.1	690808	691899	+	1092	108
SYNPCC7002_RS03305	NC_010475.1	692367	692639	-	273	83
SYNPCC7002_RS03310	NC_010475.1	692790	694028	-	1239	113
SYNPCC7002_RS03315	NC_010475.1	694432	694914	+	483	24
SYNPCC7002_RS03320	NC_010475.1	695083	696090	+	1008	31
SYNPCC7002_RS03325	NC_010475.1	696127	697209	+	1083	32
SYNPCC7002_RS03330	NC_010475.1	697224	697742	+	519	18
SYNPCC7002_RS03335	NC_010475.1	697775	698746	+	972	28
SYNPCC7002_RS03340	NC_010475.1	698752	699039	+	288	62
SYNPCC7002_RS03345	NC_010475.1	699044	699535	+	492	46
SYNPCC7002_RS03350	NC_010475.1	699559	700005	-	447	158
SYNPCC7002_RS03355	NC_010475.1	700150	701202	+	1053	109
SYNPCC7002_RS03360	NC_010475.1	701132	702208	-	1077	390
SYNPCC7002_RS03365	NC_010475.1	702281	702682	-	402	554
SYNPCC7002_RS03370	NC_010475.1	702912	703082	+	171	144
SYNPCC7002_RS03375	NC_010475.1	703097	704017	-	921	291
SYNPCC7002_RS03380	NC_010475.1	704252	706165	+	1914	704
SYNPCC7002_RS03385	NC_010475.1	706286	706729	+	444	955
SYNPCC7002_RS03390	NC_010475.1	706817	707653	+	837	148
SYNPCC7002_RS03395	NC_010475.1	707723	708391	+	669	240
SYNPCC7002_RS03400	NC_010475.1	708549	708926	+	378	78
SYNPCC7002_RS03405	NC_010475.1	708930	709739	+	810	207
SYNPCC7002_RS03410	NC_010475.1	709762	711282	-	1521	1238
SYNPCC7002_RS03415	NC_010475.1	711498	711926	-	429	13944
SYNPCC7002_RS03420	NC_010475.1	712243	713127	+	885	249
SYNPCC7002_RS03425	NC_010475.1	713150	714055	-	906	351
SYNPCC7002_RS03430	NC_010475.1	714052	714510	-	459	139
SYNPCC7002_RS03435	NC_010475.1	714555	715337	-	783	356
SYNPCC7002_RS03440	NC_010475.1	715348	715881	-	534	712
SYNPCC7002_RS03445	NC_010475.1	715964	716485	-	522	184
SYNPCC7002_RS03450	NC_010475.1	716577	718787	-	2211	716
SYNPCC7002_RS03455	NC_010475.1	718941	720329	-	1389	693
SYNPCC7002_RS03460	NC_010475.1	720376	721473	-	1098	144
SYNPCC7002_RS03465	NC_010475.1	721449	721703	-	255	148
SYNPCC7002_RS03470	NC_010475.1	721700	722836	-	1137	1276
SYNPCC7002_RS03475	NC_010475.1	722958	724913	-	1956	1274
SYNPCC7002_RS03480	NC_010475.1	725030	725779	-	750	2137
SYNPCC7002_RS03485	NC_010475.1	726189	728210	+	2022	1072
SYNPCC7002_RS03490	NC_010475.1	728330	729436	+	1107	1200
SYNPCC7002_RS03495	NC_010475.1	729503	730741	+	1239	718
SYNPCC7002_RS03500	NC_010475.1	730750	731307	+	558	159
SYNPCC7002_RS03505	NC_010475.1	731304	732380	-	1077	132
SYNPCC7002_RS03510	NC_010475.1	732408	733571	-	1164	197
SYNPCC7002_RS03515	NC_010475.1	733641	734567	+	927	202
SYNPCC7002_RS03520	NC_010475.1	734570	735340	-	771	116
SYNPCC7002_RS03525	NC_010475.1	735424	736446	-	1023	434
SYNPCC7002_RS03530	NC_010475.1	736509	737351	-	843	335
SYNPCC7002_RS03535	NC_010475.1	737601	738680	-	1080	17265
SYNPCC7002_RS03540	NC_010475.1	738969	740762	-	1794	2872
SYNPCC7002_RS03545	NC_010475.1	741040	741534	+	495	89
SYNPCC7002_RS03550	NC_010475.1	741531	742811	-	1281	1781
SYNPCC7002_RS16940	NC_010475.1	742816	742989	-	174	1106
SYNPCC7002_RS03555	NC_010475.1	743051	744850	-	1800	576
SYNPCC7002_RS03560	NC_010475.1	744877	745632	-	756	78
SYNPCC7002_RS03565	NC_010475.1	745642	746475	-	834	176
SYNPCC7002_RS03570	NC_010475.1	746668	747708	+	1041	348
SYNPCC7002_RS03575	NC_010475.1	747743	748039	+	297	512
SYNPCC7002_RS03580	NC_010475.1	748071	748535	-	465	377
SYNPCC7002_RS03585	NC_010475.1	748609	749772	-	1164	509
SYNPCC7002_RS03590	NC_010475.1	749796	751154	-	1359	584
SYNPCC7002_RS03595	NC_010475.1	751262	751711	-	450	132
SYNPCC7002_RS03600	NC_010475.1	751864	752406	+	543	150
SYNPCC7002_RS03605	NC_010475.1	752950	753807	+	858	195
SYNPCC7002_RS03610	NC_010475.1	753808	755298	-	1491	293
SYNPCC7002_RS03615	NC_010475.1	755384	755977	-	594	72
SYNPCC7002_RS03620	NC_010475.1	756079	757734	-	1656	564
SYNPCC7002_RS03625	NC_010475.1	757817	758710	-	894	310
SYNPCC7002_RS03630	NC_010475.1	758730	759329	-	600	124
SYNPCC7002_RS03635	NC_010475.1	759333	759833	-	501	84
SYNPCC7002_RS03640	NC_010475.1	760184	761800	-	1617	218
SYNPCC7002_RS16070	NC_010475.1	762052	762525	+	474	445
SYNPCC7002_RS03650	NC_010475.1	762580	763344	-	765	992
SYNPCC7002_RS03655	NC_010475.1	763649	764593	-	945	13900
SYNPCC7002_RS03660	NC_010475.1	764678	766195	-	1518	22978
SYNPCC7002_RS03665	NC_010475.1	766297	766854	-	558	6741
SYNPCC7002_RS03670	NC_010475.1	766851	767378	-	528	6239
SYNPCC7002_RS03675	NC_010475.1	767508	767993	-	486	5800
SYNPCC7002_RS03680	NC_010475.1	768144	768389	-	246	11816
SYNPCC7002_RS03685	NC_010475.1	768551	769285	-	735	15727
SYNPCC7002_RS03690	NC_010475.1	769346	769894	-	549	8298
SYNPCC7002_RS03695	NC_010475.1	770205	771179	+	975	235
SYNPCC7002_RS03700	NC_010475.1	771195	771551	+	357	69
SYNPCC7002_RS03705	NC_010475.1	771622	771888	+	267	376
SYNPCC7002_RS03710	NC_010475.1	772046	773266	-	1221	2717
SYNPCC7002_RS03715	NC_010475.1	773338	774426	-	1089	1930
SYNPCC7002_RS03720	NC_010475.1	774503	774883	-	381	329
SYNPCC7002_RS03725	NC_010475.1	775011	776045	+	1035	149
SYNPCC7002_RS03730	NC_010475.1	776048	777373	+	1326	138
SYNPCC7002_RS03735	NC_010475.1	777395	778144	+	750	88
SYNPCC7002_RS03740	NC_010475.1	778301	779752	+	1452	31850
SYNPCC7002_RS03745	NC_010475.1	779853	780257	+	405	3953
SYNPCC7002_RS03750	NC_010475.1	780405	780707	-	303	3123
SYNPCC7002_RS03755	NC_010475.1	780998	781459	+	462	157
SYNPCC7002_RS03760	NC_010475.1	781519	782781	+	1263	1157
SYNPCC7002_RS03765	NC_010475.1	782833	783087	+	255	202
SYNPCC7002_RS03770	NC_010475.1	783325	786264	+	2940	6489
SYNPCC7002_RS16385	NC_010475.1	786458	786547	+	90	81
SYNPCC7002_RS17200	NC_010475.1	786567	786689	+	123	302
SYNPCC7002_RS03775	NC_010475.1	786863	787549	+	687	197
SYNPCC7002_RS03780	NC_010475.1	787557	788369	+	813	229
SYNPCC7002_RS03785	NC_010475.1	788380	789510	-	1131	985
SYNPCC7002_RS03790	NC_010475.1	789611	791080	-	1470	68
SYNPCC7002_RS16630	NC_010475.1	791098	791235	-	138	2
SYNPCC7002_RS03795	NC_010475.1	791312	791428	+	117	478
SYNPCC7002_RS03800	NC_010475.1	791563	792309	+	747	1287
SYNPCC7002_RS03805	NC_010475.1	792513	793049	+	537	176
SYNPCC7002_RS17205	NC_010475.1	793180	793314	+	135	7
SYNPCC7002_RS03810	NC_010475.1	793307	793522	+	216	88
SYNPCC7002_RS03815	NC_010475.1	793551	794633	-	1083	189
SYNPCC7002_RS03820	NC_010475.1	794651	796351	-	1701	719
SYNPCC7002_RS03825	NC_010475.1	796425	797087	+	663	74
SYNPCC7002_RS03830	NC_010475.1	797098	798039	-	942	228
SYNPCC7002_RS03835	NC_010475.1	798073	798645	-	573	459
SYNPCC7002_RS03840	NC_010475.1	798675	799052	-	378	281
SYNPCC7002_RS03845	NC_010475.1	799194	799937	-	744	190
SYNPCC7002_RS03850	NC_010475.1	799941	800408	-	468	372
SYNPCC7002_RS03855	NC_010475.1	800544	801755	-	1212	208
SYNPCC7002_RS03860	NC_010475.1	801808	802389	-	582	15
SYNPCC7002_RS03865	NC_010475.1	802598	803893	+	1296	221
SYNPCC7002_RS03870	NC_010475.1	803911	804696	-	786	323
SYNPCC7002_RS16635	NC_010475.1	804730	805284	-	555	85
SYNPCC7002_RS16640	NC_010475.1	805280	805693	-	414	63
SYNPCC7002_RS16390	NC_010475.1	805852	805968	+	117	1104
SYNPCC7002_RS03880	NC_010475.1	806131	806421	+	291	86
SYNPCC7002_RS03885	NC_010475.1	806575	807699	+	1125	2559
SYNPCC7002_RS03890	NC_010475.1	807703	808086	+	384	238
SYNPCC7002_RS03895	NC_010475.1	808083	808325	-	243	65
SYNPCC7002_RS03900	NC_010475.1	808542	808859	+	318	256
SYNPCC7002_RS03905	NC_010475.1	808944	810554	-	1611	4325
SYNPCC7002_RS03910	NC_010475.1	810801	811310	+	510	362
SYNPCC7002_RS03920	NC_010475.1	811535	812440	+	906	397
SYNPCC7002_RS03925	NC_010475.1	812469	813032	+	564	172
SYNPCC7002_RS03930	NC_010475.1	813046	814182	+	1137	157
SYNPCC7002_RS03935	NC_010475.1	814563	816644	+	2082	1016
SYNPCC7002_RS03940	NC_010475.1	816746	817582	+	837	50
SYNPCC7002_RS03945	NC_010475.1	817826	818776	+	951	439
SYNPCC7002_RS03950	NC_010475.1	818815	819792	-	978	61
SYNPCC7002_RS03955	NC_010475.1	819953	820966	-	1014	1505
SYNPCC7002_RS03960	NC_010475.1	821085	821648	-	564	6583
SYNPCC7002_RS03965	NC_010475.1	821751	823577	-	1827	231
SYNPCC7002_RS03970	NC_010475.1	823903	824961	+	1059	42
SYNPCC7002_RS03975	NC_010475.1	825010	825303	+	294	9
SYNPCC7002_RS03980	NC_010475.1	825354	826211	+	858	30
SYNPCC7002_RS03985	NC_010475.1	826201	827025	+	825	32
SYNPCC7002_RS03990	NC_010475.1	827103	828149	+	1047	55
SYNPCC7002_RS03995	NC_010475.1	828286	829080	+	795	449
SYNPCC7002_RS04000	NC_010475.1	829320	829526	+	207	1886
SYNPCC7002_RS04005	NC_010475.1	829567	829950	+	384	2410
SYNPCC7002_RS04010	NC_010475.1	829954	830379	+	426	633
SYNPCC7002_RS16075	NC_010475.1	830401	830895	-	495	176
SYNPCC7002_RS04020	NC_010475.1	830992	831660	+	669	57
SYNPCC7002_RS16395	NC_010475.1	831706	831885	+	180	7
SYNPCC7002_RS04025	NC_010475.1	831961	833637	+	1677	1262
SYNPCC7002_RS04030	NC_010475.1	833761	835998	+	2238	876
SYNPCC7002_RS04035	NC_010475.1	836078	836281	-	204	14836
SYNPCC7002_RS04040	NC_010475.1	836362	836493	+	132	379
SYNPCC7002_RS04045	NC_010475.1	836710	837453	-	744	884
SYNPCC7002_RS04050	NC_010475.1	837715	838461	-	747	73322
SYNPCC7002_RS04055	NC_010475.1	838862	839863	+	1002	836
SYNPCC7002_RS04060	NC_010475.1	839931	840539	+	609	292
SYNPCC7002_RS04065	NC_010475.1	840639	841088	+	450	1654
SYNPCC7002_RS04070	NC_010475.1	841173	841745	-	573	127
SYNPCC7002_RS04075	NC_010475.1	841805	843244	-	1440	350
SYNPCC7002_RS04080	NC_010475.1	843356	843994	+	639	123
SYNPCC7002_RS04085	NC_010475.1	844063	845241	+	1179	872
SYNPCC7002_RS04090	NC_010475.1	845258	845671	-	414	147
SYNPCC7002_RS04095	NC_010475.1	845664	845882	-	219	74
SYNPCC7002_RS04100	NC_010475.1	845944	847716	-	1773	1663
SYNPCC7002_RS04105	NC_010475.1	847765	848196	-	432	316
SYNPCC7002_RS04110	NC_010475.1	848300	849352	+	1053	3586
SYNPCC7002_RS04115	NC_010475.1	849514	850446	+	933	296
SYNPCC7002_RS04120	NC_010475.1	850469	851419	+	951	182
SYNPCC7002_RS04125	NC_010475.1	851586	854159	-	2574	3520
SYNPCC7002_RS04130	NC_010475.1	854319	856511	-	2193	167
SYNPCC7002_RS04135	NC_010475.1	856966	858180	-	1215	118
SYNPCC7002_RS04140	NC_010475.1	858218	858433	-	216	64
SYNPCC7002_RS04150	NC_010475.1	858725	860110	-	1386	3485
SYNPCC7002_RS04160	NC_010475.1	860573	861055	+	483	255
SYNPCC7002_RS04165	NC_010475.1	861015	861776	-	762	138
SYNPCC7002_RS04170	NC_010475.1	861863	862756	+	894	614
SYNPCC7002_RS04175	NC_010475.1	862773	863030	-	258	108
SYNPCC7002_RS04180	NC_010475.1	863027	863341	-	315	225
SYNPCC7002_RS04185	NC_010475.1	863401	865659	-	2259	1169
SYNPCC7002_RS16645	NC_010475.1	865698	865877	-	180	11
SYNPCC7002_RS04190	NC_010475.1	865888	866580	-	693	842
SYNPCC7002_RS04195	NC_010475.1	866577	866897	-	321	190
SYNPCC7002_RS04200	NC_010475.1	867201	867683	-	483	16685
SYNPCC7002_RS04205	NC_010475.1	867740	868408	-	669	19282
SYNPCC7002_RS04210	NC_010475.1	868639	869883	+	1245	692
SYNPCC7002_RS04215	NC_010475.1	869880	871322	-	1443	470
SYNPCC7002_RS04220	NC_010475.1	871453	871641	-	189	143
SYNPCC7002_RS04225	NC_010475.1	871721	871957	+	237	2972
SYNPCC7002_RS04230	NC_010475.1	872160	873362	-	1203	4433
SYNPCC7002_RS04235	NC_010475.1	873736	875286	-	1551	112
SYNPCC7002_RS04240	NC_010475.1	875468	876709	-	1242	153
SYNPCC7002_RS04245	NC_010475.1	876764	878110	-	1347	871
SYNPCC7002_RS04250	NC_010475.1	878168	878923	-	756	432
SYNPCC7002_RS04255	NC_010475.1	879038	879526	-	489	235
SYNPCC7002_RS04260	NC_010475.1	879750	880958	-	1209	8148
SYNPCC7002_RS17210	NC_010475.1	881477	881608	+	132	149
SYNPCC7002_RS04265	NC_010475.1	881639	883633	+	1995	5768
SYNPCC7002_RS04270	NC_010475.1	883752	883976	+	225	302
SYNPCC7002_RS04275	NC_010475.1	883979	884314	-	336	322
SYNPCC7002_RS04280	NC_010475.1	884446	886053	-	1608	292
SYNPCC7002_RS16945	NC_010475.1	886182	886352	-	171	158
SYNPCC7002_RS04290	NC_010475.1	886867	887667	+	801	557
SYNPCC7002_RS04295	NC_010475.1	888100	889602	+	1503	584
SYNPCC7002_RS04300	NC_010475.1	889623	890459	+	837	432
SYNPCC7002_RS04305	NC_010475.1	890459	891352	+	894	730
SYNPCC7002_RS04310	NC_010475.1	891410	891853	+	444	624
SYNPCC7002_RS04315	NC_010475.1	891958	892434	+	477	209
SYNPCC7002_RS04320	NC_010475.1	892587	893804	+	1218	125
SYNPCC7002_RS04325	NC_010475.1	893870	894781	-	912	414
SYNPCC7002_RS04330	NC_010475.1	895053	897347	+	2295	392
SYNPCC7002_RS04335	NC_010475.1	897454	898563	+	1110	665
SYNPCC7002_RS04340	NC_010475.1	898623	899468	+	846	331
SYNPCC7002_RS04345	NC_010475.1	899537	900946	+	1410	575
SYNPCC7002_RS04350	NC_010475.1	900956	902020	-	1065	2618
SYNPCC7002_RS04355	NC_010475.1	902272	902655	+	384	479
SYNPCC7002_RS04360	NC_010475.1	903182	904024	+	843	230
SYNPCC7002_RS04365	NC_010475.1	904115	905440	+	1326	254
SYNPCC7002_RS04370	NC_010475.1	905486	905986	+	501	84
SYNPCC7002_RS04375	NC_010475.1	906058	907353	+	1296	318
SYNPCC7002_RS04380	NC_010475.1	907258	907794	-	537	163
SYNPCC7002_RS04385	NC_010475.1	907850	908419	+	570	168
SYNPCC7002_RS04390	NC_010475.1	908425	909141	-	717	217
SYNPCC7002_RS04395	NC_010475.1	909145	909975	-	831	366
SYNPCC7002_RS04400	NC_010475.1	909990	910817	-	828	716
SYNPCC7002_RS04405	NC_010475.1	910910	912241	+	1332	3347
SYNPCC7002_RS04410	NC_010475.1	912297	912590	+	294	2029
SYNPCC7002_RS04415	NC_010475.1	912677	913687	+	1011	280
SYNPCC7002_RS04420	NC_010475.1	913704	915689	-	1986	551
SYNPCC7002_RS04425	NC_010475.1	915800	916675	-	876	167
SYNPCC7002_RS04430	NC_010475.1	916690	917523	-	834	100
SYNPCC7002_RS04435	NC_010475.1	917516	919675	-	2160	523
SYNPCC7002_RS04440	NC_010475.1	919947	920813	-	867	711
SYNPCC7002_RS04445	NC_010475.1	920895	921830	-	936	250
SYNPCC7002_RS04450	NC_010475.1	921877	923043	-	1167	302
SYNPCC7002_RS04455	NC_010475.1	923329	923955	-	627	37
SYNPCC7002_RS04460	NC_010475.1	924089	925924	-	1836	109
SYNPCC7002_RS04465	NC_010475.1	926444	928012	+	1569	862
SYNPCC7002_RS04470	NC_010475.1	928143	928874	+	732	965
SYNPCC7002_RS04475	NC_010475.1	928937	929227	+	291	339
SYNPCC7002_RS04480	NC_010475.1	929212	930033	-	822	639
SYNPCC7002_RS04485	NC_010475.1	930090	930680	-	591	110
SYNPCC7002_RS04490	NC_010475.1	930703	931650	-	948	197
SYNPCC7002_RS04495	NC_010475.1	931723	934005	-	2283	535
SYNPCC7002_RS04500	NC_010475.1	934269	934976	+	708	768
SYNPCC7002_RS04505	NC_010475.1	935063	936940	-	1878	1515
SYNPCC7002_RS04510	NC_010475.1	937116	937766	-	651	210
SYNPCC7002_RS04515	NC_010475.1	937909	938346	+	438	1309
SYNPCC7002_RS04520	NC_010475.1	938380	939150	+	771	866
SYNPCC7002_RS04525	NC_010475.1	939147	940277	-	1131	276
SYNPCC7002_RS04530	NC_010475.1	940327	941604	+	1278	851
SYNPCC7002_RS04535	NC_010475.1	941625	942320	-	696	963
SYNPCC7002_RS04540	NC_010475.1	942391	942876	-	486	62
SYNPCC7002_RS04545	NC_010475.1	942959	943672	+	714	179
SYNPCC7002_RS16080	NC_010475.1	943911	944966	+	1056	1305
SYNPCC7002_RS04555	NC_010475.1	945099	945542	+	444	282
SYNPCC7002_RS04560	NC_010475.1	945610	945975	+	366	10921
SYNPCC7002_RS04565	NC_010475.1	946085	947146	-	1062	1869
SYNPCC7002_RS04570	NC_010475.1	947161	948048	-	888	465
SYNPCC7002_RS04575	NC_010475.1	948397	949203	-	807	213
SYNPCC7002_RS04580	NC_010475.1	949252	950079	-	828	189
SYNPCC7002_RS04585	NC_010475.1	950149	951024	+	876	218
SYNPCC7002_RS04590	NC_010475.1	951021	951881	-	861	397
SYNPCC7002_RS04595	NC_010475.1	951934	952272	-	339	60
SYNPCC7002_RS04600	NC_010475.1	952287	953450	-	1164	279
SYNPCC7002_RS04605	NC_010475.1	953618	955084	-	1467	359
SYNPCC7002_RS04610	NC_010475.1	955335	955640	-	306	1129
SYNPCC7002_RS04615	NC_010475.1	955663	956280	-	618	2056
SYNPCC7002_RS04620	NC_010475.1	956342	956953	-	612	1453
SYNPCC7002_RS04625	NC_010475.1	957005	958123	-	1119	3409
SYNPCC7002_RS04630	NC_010475.1	958334	959137	-	804	548
SYNPCC7002_RS04635	NC_010475.1	959175	959933	-	759	293
SYNPCC7002_RS04640	NC_010475.1	960029	960856	+	828	820
SYNPCC7002_RS04645	NC_010475.1	961114	961878	+	765	509
SYNPCC7002_RS04650	NC_010475.1	961936	962577	+	642	644
SYNPCC7002_RS04655	NC_010475.1	962596	963216	-	621	979
SYNPCC7002_RS04660	NC_010475.1	964243	964821	+	579	63
SYNPCC7002_RS04665	NC_010475.1	964875	965330	+	456	14
SYNPCC7002_RS04670	NC_010475.1	965423	965959	+	537	59
SYNPCC7002_RS04675	NC_010475.1	966311	966703	-	393	102
SYNPCC7002_RS04680	NC_010475.1	967453	968172	+	720	1470
SYNPCC7002_RS04685	NC_010475.1	968304	969311	+	1008	416
SYNPCC7002_RS04690	NC_010475.1	969345	971099	+	1755	567
SYNPCC7002_RS04695	NC_010475.1	971083	972183	+	1101	230
SYNPCC7002_RS04700	NC_010475.1	972180	973205	-	1026	288
SYNPCC7002_RS04705	NC_010475.1	973225	973800	+	576	708
SYNPCC7002_RS04710	NC_010475.1	973933	974400	+	468	385
SYNPCC7002_RS04715	NC_010475.1	974518	976146	+	1629	513
SYNPCC7002_RS04720	NC_010475.1	976266	976706	+	441	295
SYNPCC7002_RS04725	NC_010475.1	976703	977137	-	435	172
SYNPCC7002_RS04730	NC_010475.1	977147	978334	-	1188	1195
SYNPCC7002_RS16085	NC_010475.1	978418	979272	-	855	230
SYNPCC7002_RS04750	NC_010475.1	979803	982331	+	2529	412
SYNPCC7002_RS04755	NC_010475.1	982328	982600	-	273	175
SYNPCC7002_RS04760	NC_010475.1	982676	983224	-	549	2523
SYNPCC7002_RS04765	NC_010475.1	983211	983933	-	723	1526
SYNPCC7002_RS04770	NC_010475.1	984107	984895	+	789	172
SYNPCC7002_RS04775	NC_010475.1	985037	986017	-	981	13236
SYNPCC7002_RS04780	NC_010475.1	986451	986996	-	546	1383
SYNPCC7002_RS04785	NC_010475.1	987179	987274	-	96	991
SYNPCC7002_RS04790	NC_010475.1	987467	988393	+	927	165
SYNPCC7002_RS04795	NC_010475.1	988390	989802	-	1413	221
SYNPCC7002_RS04800	NC_010475.1	990631	990849	+	219	188
SYNPCC7002_RS04805	NC_010475.1	990836	991132	+	297	100
SYNPCC7002_RS04810	NC_010475.1	991221	992834	-	1614	585
SYNPCC7002_RS04815	NC_010475.1	992954	994540	+	1587	2007
SYNPCC7002_RS04820	NC_010475.1	994564	995154	-	591	235
SYNPCC7002_RS04825	NC_010475.1	995346	995774	+	429	28
SYNPCC7002_RS04830	NC_010475.1	995868	996431	+	564	80
SYNPCC7002_RS04835	NC_010475.1	996519	997091	+	573	51
SYNPCC7002_RS04840	NC_010475.1	997103	998155	-	1053	212
SYNPCC7002_RS04845	NC_010475.1	998293	998757	-	465	847
SYNPCC7002_RS04850	NC_010475.1	998899	999888	+	990	427
SYNPCC7002_RS04855	NC_010475.1	999885	1001255	-	1371	491
SYNPCC7002_RS04860	NC_010475.1	1001397	1001870	+	474	230
SYNPCC7002_RS04865	NC_010475.1	1001903	1002865	+	963	145
SYNPCC7002_RS04870	NC_010475.1	1002985	1003818	-	834	605
SYNPCC7002_RS04875	NC_010475.1	1004056	1005033	+	978	1034
SYNPCC7002_RS04880	NC_010475.1	1005160	1005930	+	771	175
SYNPCC7002_RS04885	NC_010475.1	1006136	1007557	-	1422	239
SYNPCC7002_RS04890	NC_010475.1	1007779	1008507	+	729	3019
SYNPCC7002_RS04895	NC_010475.1	1008671	1010671	+	2001	715
SYNPCC7002_RS04900	NC_010475.1	1010742	1010873	-	132	773
SYNPCC7002_RS04905	NC_010475.1	1011024	1011383	+	360	74
SYNPCC7002_RS16950	NC_010475.1	1011557	1011697	-	141	35
SYNPCC7002_RS04910	NC_010475.1	1012007	1013407	-	1401	1375
SYNPCC7002_RS04915	NC_010475.1	1013411	1013701	-	291	289
SYNPCC7002_RS04920	NC_010475.1	1013769	1014914	-	1146	1283
SYNPCC7002_RS04925	NC_010475.1	1015205	1015984	+	780	1375
SYNPCC7002_RS16410	NC_010475.1	1016169	1016306	+	138	848
SYNPCC7002_RS04935	NC_010475.1	1016370	1016720	+	351	433
SYNPCC7002_RS04940	NC_010475.1	1016710	1017102	+	393	1311
SYNPCC7002_RS04945	NC_010475.1	1017282	1018448	+	1167	6740
SYNPCC7002_RS04950	NC_010475.1	1018455	1018946	+	492	1981
SYNPCC7002_RS04955	NC_010475.1	1019059	1019559	+	501	880
SYNPCC7002_RS04960	NC_010475.1	1019663	1021159	+	1497	770
SYNPCC7002_RS04965	NC_010475.1	1021242	1021745	+	504	863
SYNPCC7002_RS16090	NC_010475.1	1022029	1025811	+	3783	969
SYNPCC7002_RS04975	NC_010475.1	1025817	1026182	+	366	174
SYNPCC7002_RS04980	NC_010475.1	1026279	1027370	+	1092	528
SYNPCC7002_RS04985	NC_010475.1	1027759	1029198	+	1440	987
SYNPCC7002_RS04990	NC_010475.1	1029258	1032974	+	3717	442
