# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "DRX114946_cds.txt" "DRX114946.bam" 
Geneid	Chr	Start	End	Strand	Length	DRX114946.bam
SYNPCC7002_RS02985	NC_010475.1	630538	631341	-	804	1419
SYNPCC7002_RS02990	NC_010475.1	631344	631919	-	576	939
SYNPCC7002_RS02995	NC_010475.1	632081	632293	-	213	5148
SYNPCC7002_RS03000	NC_010475.1	632542	633531	+	990	8587
SYNPCC7002_RS03010	NC_010475.1	633857	634378	+	522	435
SYNPCC7002_RS03015	NC_010475.1	634435	635607	+	1173	2073
SYNPCC7002_RS03020	NC_010475.1	635698	636840	+	1143	803
SYNPCC7002_RS03025	NC_010475.1	636837	637250	-	414	768
SYNPCC7002_RS03030	NC_010475.1	637345	638043	+	699	1783
SYNPCC7002_RS03035	NC_010475.1	638115	638402	+	288	1403
SYNPCC7002_RS03040	NC_010475.1	638393	639841	+	1449	2727
SYNPCC7002_RS03045	NC_010475.1	639923	641146	+	1224	1236
SYNPCC7002_RS03055	NC_010475.1	641328	644336	+	3009	1155
SYNPCC7002_RS03060	NC_010475.1	644409	644636	+	228	457
SYNPCC7002_RS03065	NC_010475.1	644798	646444	+	1647	2982
SYNPCC7002_RS03070	NC_010475.1	646516	646950	+	435	426
SYNPCC7002_RS03075	NC_010475.1	646990	647376	+	387	523
SYNPCC7002_RS03080	NC_010475.1	647534	648997	-	1464	10133
SYNPCC7002_RS03085	NC_010475.1	649177	650496	-	1320	7274
SYNPCC7002_RS03090	NC_010475.1	650633	651265	-	633	432
SYNPCC7002_RS03095	NC_010475.1	651313	652527	-	1215	1443
SYNPCC7002_RS03100	NC_010475.1	652562	653491	-	930	3329
SYNPCC7002_RS03105	NC_010475.1	653563	654405	-	843	1874
SYNPCC7002_RS03110	NC_010475.1	654498	654866	-	369	1004
SYNPCC7002_RS03120	NC_010475.1	655099	657018	-	1920	3626
SYNPCC7002_RS03125	NC_010475.1	657068	657508	-	441	1008
SYNPCC7002_RS03130	NC_010475.1	657566	659380	-	1815	11912
SYNPCC7002_RS03135	NC_010475.1	659721	659987	-	267	319
SYNPCC7002_RS03140	NC_010475.1	660172	660435	-	264	528
SYNPCC7002_RS03145	NC_010475.1	660524	661006	-	483	293
SYNPCC7002_RS03150	NC_010475.1	661185	661559	-	375	241
SYNPCC7002_RS03155	NC_010475.1	661543	661785	-	243	381
SYNPCC7002_RS03160	NC_010475.1	662124	663074	-	951	323
SYNPCC7002_RS03165	NC_010475.1	663261	664313	-	1053	139
SYNPCC7002_RS03170	NC_010475.1	664310	665524	-	1215	299
SYNPCC7002_RS03175	NC_010475.1	665536	666303	-	768	104
SYNPCC7002_RS03180	NC_010475.1	666343	668313	-	1971	190
SYNPCC7002_RS03185	NC_010475.1	668893	670047	-	1155	421
SYNPCC7002_RS03190	NC_010475.1	671017	671745	+	729	147
SYNPCC7002_RS03195	NC_010475.1	671840	672355	-	516	253
SYNPCC7002_RS03200	NC_010475.1	672352	672627	-	276	559
SYNPCC7002_RS03205	NC_010475.1	672720	673751	-	1032	407
SYNPCC7002_RS03210	NC_010475.1	674227	674670	+	444	1420
SYNPCC7002_RS03215	NC_010475.1	674799	675413	-	615	1144
SYNPCC7002_RS03220	NC_010475.1	675502	676212	-	711	842
SYNPCC7002_RS16625	NC_010475.1	676266	676412	-	147	442
SYNPCC7002_RS03225	NC_010475.1	676420	677151	+	732	703
SYNPCC7002_RS03230	NC_010475.1	677167	677550	+	384	149
SYNPCC7002_RS03235	NC_010475.1	677567	679102	-	1536	565
SYNPCC7002_RS03240	NC_010475.1	679147	680844	-	1698	320
SYNPCC7002_RS03245	NC_010475.1	681001	681483	-	483	112
SYNPCC7002_RS17045	NC_010475.1	681440	682303	-	864	81
SYNPCC7002_RS03255	NC_010475.1	682399	684084	-	1686	1012
SYNPCC7002_RS03260	NC_010475.1	684178	685407	-	1230	1818
SYNPCC7002_RS03270	NC_010475.1	685816	686292	-	477	2115
SYNPCC7002_RS03275	NC_010475.1	686661	687644	+	984	1810
SYNPCC7002_RS03280	NC_010475.1	687685	689088	+	1404	2398
SYNPCC7002_RS03285	NC_010475.1	689121	690092	+	972	1361
SYNPCC7002_RS03290	NC_010475.1	690178	690573	+	396	190
SYNPCC7002_RS03295	NC_010475.1	690808	691899	+	1092	1351
SYNPCC7002_RS03305	NC_010475.1	692367	692639	-	273	351
SYNPCC7002_RS03310	NC_010475.1	692790	694028	-	1239	7916
SYNPCC7002_RS03315	NC_010475.1	694432	694914	+	483	2803
SYNPCC7002_RS03320	NC_010475.1	695083	696090	+	1008	2560
SYNPCC7002_RS03325	NC_010475.1	696127	697209	+	1083	1329
SYNPCC7002_RS03330	NC_010475.1	697224	697742	+	519	789
SYNPCC7002_RS03335	NC_010475.1	697775	698746	+	972	510
SYNPCC7002_RS03340	NC_010475.1	698752	699039	+	288	185
SYNPCC7002_RS03345	NC_010475.1	699044	699535	+	492	208
SYNPCC7002_RS03350	NC_010475.1	699559	700005	-	447	476
SYNPCC7002_RS03355	NC_010475.1	700150	701202	+	1053	372
SYNPCC7002_RS03360	NC_010475.1	701132	702208	-	1077	1416
SYNPCC7002_RS03365	NC_010475.1	702281	702682	-	402	2472
SYNPCC7002_RS03370	NC_010475.1	702912	703082	+	171	250
SYNPCC7002_RS03375	NC_010475.1	703097	704017	-	921	736
SYNPCC7002_RS03380	NC_010475.1	704252	706165	+	1914	1399
SYNPCC7002_RS03385	NC_010475.1	706286	706729	+	444	984
SYNPCC7002_RS03390	NC_010475.1	706817	707653	+	837	381
SYNPCC7002_RS03395	NC_010475.1	707723	708391	+	669	960
SYNPCC7002_RS03400	NC_010475.1	708549	708926	+	378	465
SYNPCC7002_RS03405	NC_010475.1	708930	709739	+	810	575
SYNPCC7002_RS03410	NC_010475.1	709762	711282	-	1521	1424
SYNPCC7002_RS03415	NC_010475.1	711498	711926	-	429	3392
SYNPCC7002_RS03420	NC_010475.1	712243	713127	+	885	477
SYNPCC7002_RS03425	NC_010475.1	713150	714055	-	906	645
SYNPCC7002_RS03430	NC_010475.1	714052	714510	-	459	267
SYNPCC7002_RS03435	NC_010475.1	714555	715337	-	783	567
SYNPCC7002_RS03440	NC_010475.1	715348	715881	-	534	1116
SYNPCC7002_RS03445	NC_010475.1	715964	716485	-	522	944
SYNPCC7002_RS03450	NC_010475.1	716577	718787	-	2211	1675
SYNPCC7002_RS03455	NC_010475.1	718941	720329	-	1389	1066
SYNPCC7002_RS03460	NC_010475.1	720376	721473	-	1098	477
SYNPCC7002_RS03465	NC_010475.1	721449	721703	-	255	255
SYNPCC7002_RS03470	NC_010475.1	721700	722836	-	1137	1657
SYNPCC7002_RS03475	NC_010475.1	722958	724913	-	1956	3417
SYNPCC7002_RS03480	NC_010475.1	725030	725779	-	750	4444
SYNPCC7002_RS03485	NC_010475.1	726189	728210	+	2022	2702
SYNPCC7002_RS03490	NC_010475.1	728330	729436	+	1107	2981
SYNPCC7002_RS03495	NC_010475.1	729503	730741	+	1239	2071
SYNPCC7002_RS03500	NC_010475.1	730750	731307	+	558	428
SYNPCC7002_RS03505	NC_010475.1	731304	732380	-	1077	348
SYNPCC7002_RS03510	NC_010475.1	732408	733571	-	1164	368
SYNPCC7002_RS03515	NC_010475.1	733641	734567	+	927	482
SYNPCC7002_RS03520	NC_010475.1	734570	735340	-	771	278
SYNPCC7002_RS03525	NC_010475.1	735424	736446	-	1023	798
SYNPCC7002_RS03530	NC_010475.1	736509	737351	-	843	591
SYNPCC7002_RS03535	NC_010475.1	737601	738680	-	1080	13511
SYNPCC7002_RS03540	NC_010475.1	738969	740762	-	1794	8686
SYNPCC7002_RS03545	NC_010475.1	741040	741534	+	495	351
SYNPCC7002_RS03550	NC_010475.1	741531	742811	-	1281	2097
SYNPCC7002_RS16940	NC_010475.1	742816	742989	-	174	1105
SYNPCC7002_RS03555	NC_010475.1	743051	744850	-	1800	1280
SYNPCC7002_RS03560	NC_010475.1	744877	745632	-	756	272
SYNPCC7002_RS03565	NC_010475.1	745642	746475	-	834	425
SYNPCC7002_RS03570	NC_010475.1	746668	747708	+	1041	1466
SYNPCC7002_RS03575	NC_010475.1	747743	748039	+	297	803
SYNPCC7002_RS03580	NC_010475.1	748071	748535	-	465	537
SYNPCC7002_RS03585	NC_010475.1	748609	749772	-	1164	935
SYNPCC7002_RS03590	NC_010475.1	749796	751154	-	1359	1073
SYNPCC7002_RS03595	NC_010475.1	751262	751711	-	450	319
SYNPCC7002_RS03600	NC_010475.1	751864	752406	+	543	927
SYNPCC7002_RS03605	NC_010475.1	752950	753807	+	858	565
SYNPCC7002_RS03610	NC_010475.1	753808	755298	-	1491	2593
SYNPCC7002_RS03615	NC_010475.1	755384	755977	-	594	395
SYNPCC7002_RS03620	NC_010475.1	756079	757734	-	1656	3724
SYNPCC7002_RS03625	NC_010475.1	757817	758710	-	894	2489
SYNPCC7002_RS03630	NC_010475.1	758730	759329	-	600	1119
SYNPCC7002_RS03635	NC_010475.1	759333	759833	-	501	841
SYNPCC7002_RS03640	NC_010475.1	760184	761800	-	1617	744
SYNPCC7002_RS16070	NC_010475.1	762052	762525	+	474	1181
SYNPCC7002_RS03650	NC_010475.1	762580	763344	-	765	1853
SYNPCC7002_RS03655	NC_010475.1	763649	764593	-	945	3514
SYNPCC7002_RS03660	NC_010475.1	764678	766195	-	1518	5794
SYNPCC7002_RS03665	NC_010475.1	766297	766854	-	558	1316
SYNPCC7002_RS03670	NC_010475.1	766851	767378	-	528	1105
SYNPCC7002_RS03675	NC_010475.1	767508	767993	-	486	785
SYNPCC7002_RS03680	NC_010475.1	768144	768389	-	246	1269
SYNPCC7002_RS03685	NC_010475.1	768551	769285	-	735	3134
SYNPCC7002_RS03690	NC_010475.1	769346	769894	-	549	2254
SYNPCC7002_RS03695	NC_010475.1	770205	771179	+	975	554
SYNPCC7002_RS03700	NC_010475.1	771195	771551	+	357	185
SYNPCC7002_RS03705	NC_010475.1	771622	771888	+	267	179
SYNPCC7002_RS03710	NC_010475.1	772046	773266	-	1221	3023
SYNPCC7002_RS03715	NC_010475.1	773338	774426	-	1089	2700
SYNPCC7002_RS03720	NC_010475.1	774503	774883	-	381	1033
SYNPCC7002_RS03725	NC_010475.1	775011	776045	+	1035	381
SYNPCC7002_RS03730	NC_010475.1	776048	777373	+	1326	406
SYNPCC7002_RS03735	NC_010475.1	777395	778144	+	750	228
SYNPCC7002_RS03740	NC_010475.1	778301	779752	+	1452	11542
SYNPCC7002_RS03745	NC_010475.1	779853	780257	+	405	1264
SYNPCC7002_RS03750	NC_010475.1	780405	780707	-	303	1409
SYNPCC7002_RS03755	NC_010475.1	780998	781459	+	462	255
SYNPCC7002_RS03760	NC_010475.1	781519	782781	+	1263	1379
SYNPCC7002_RS03765	NC_010475.1	782833	783087	+	255	277
SYNPCC7002_RS03770	NC_010475.1	783325	786264	+	2940	8420
SYNPCC7002_RS16385	NC_010475.1	786458	786547	+	90	126
SYNPCC7002_RS17200	NC_010475.1	786567	786689	+	123	680
SYNPCC7002_RS03775	NC_010475.1	786863	787549	+	687	605
SYNPCC7002_RS03780	NC_010475.1	787557	788369	+	813	804
SYNPCC7002_RS03785	NC_010475.1	788380	789510	-	1131	2233
SYNPCC7002_RS03790	NC_010475.1	789611	791080	-	1470	344
SYNPCC7002_RS16630	NC_010475.1	791098	791235	-	138	11
SYNPCC7002_RS03795	NC_010475.1	791312	791428	+	117	218
SYNPCC7002_RS03800	NC_010475.1	791563	792309	+	747	4505
SYNPCC7002_RS03805	NC_010475.1	792513	793049	+	537	580
SYNPCC7002_RS17205	NC_010475.1	793180	793314	+	135	69
SYNPCC7002_RS03810	NC_010475.1	793307	793522	+	216	397
SYNPCC7002_RS03815	NC_010475.1	793551	794633	-	1083	702
SYNPCC7002_RS03820	NC_010475.1	794651	796351	-	1701	2588
SYNPCC7002_RS03825	NC_010475.1	796425	797087	+	663	224
SYNPCC7002_RS03830	NC_010475.1	797098	798039	-	942	442
SYNPCC7002_RS03835	NC_010475.1	798073	798645	-	573	511
SYNPCC7002_RS03840	NC_010475.1	798675	799052	-	378	389
SYNPCC7002_RS03845	NC_010475.1	799194	799937	-	744	754
SYNPCC7002_RS03850	NC_010475.1	799941	800408	-	468	989
SYNPCC7002_RS03855	NC_010475.1	800544	801755	-	1212	644
SYNPCC7002_RS03860	NC_010475.1	801808	802389	-	582	188
SYNPCC7002_RS03865	NC_010475.1	802598	803893	+	1296	513
SYNPCC7002_RS03870	NC_010475.1	803911	804696	-	786	1980
SYNPCC7002_RS16635	NC_010475.1	804730	805284	-	555	218
SYNPCC7002_RS16640	NC_010475.1	805280	805693	-	414	237
SYNPCC7002_RS16390	NC_010475.1	805852	805968	+	117	917
SYNPCC7002_RS03880	NC_010475.1	806131	806421	+	291	239
SYNPCC7002_RS03885	NC_010475.1	806575	807699	+	1125	5423
SYNPCC7002_RS03890	NC_010475.1	807703	808086	+	384	878
SYNPCC7002_RS03895	NC_010475.1	808083	808325	-	243	206
SYNPCC7002_RS03900	NC_010475.1	808542	808859	+	318	231
SYNPCC7002_RS03905	NC_010475.1	808944	810554	-	1611	6567
SYNPCC7002_RS03910	NC_010475.1	810801	811310	+	510	1432
SYNPCC7002_RS03920	NC_010475.1	811535	812440	+	906	1145
SYNPCC7002_RS03925	NC_010475.1	812469	813032	+	564	672
SYNPCC7002_RS03930	NC_010475.1	813046	814182	+	1137	640
SYNPCC7002_RS03935	NC_010475.1	814563	816644	+	2082	2305
SYNPCC7002_RS03940	NC_010475.1	816746	817582	+	837	277
SYNPCC7002_RS03945	NC_010475.1	817826	818776	+	951	1767
SYNPCC7002_RS03950	NC_010475.1	818815	819792	-	978	527
SYNPCC7002_RS03955	NC_010475.1	819953	820966	-	1014	5528
SYNPCC7002_RS03960	NC_010475.1	821085	821648	-	564	16576
SYNPCC7002_RS03965	NC_010475.1	821751	823577	-	1827	344
SYNPCC7002_RS03970	NC_010475.1	823903	824961	+	1059	157
SYNPCC7002_RS03975	NC_010475.1	825010	825303	+	294	39
SYNPCC7002_RS03980	NC_010475.1	825354	826211	+	858	117
SYNPCC7002_RS03985	NC_010475.1	826201	827025	+	825	207
SYNPCC7002_RS03990	NC_010475.1	827103	828149	+	1047	264
SYNPCC7002_RS03995	NC_010475.1	828286	829080	+	795	596
SYNPCC7002_RS04000	NC_010475.1	829320	829526	+	207	3135
SYNPCC7002_RS04005	NC_010475.1	829567	829950	+	384	5072
SYNPCC7002_RS04010	NC_010475.1	829954	830379	+	426	1301
SYNPCC7002_RS16075	NC_010475.1	830401	830895	-	495	449
SYNPCC7002_RS04020	NC_010475.1	830992	831660	+	669	126
SYNPCC7002_RS16395	NC_010475.1	831706	831885	+	180	26
SYNPCC7002_RS04025	NC_010475.1	831961	833637	+	1677	750
SYNPCC7002_RS04030	NC_010475.1	833761	835998	+	2238	3739
SYNPCC7002_RS04035	NC_010475.1	836078	836281	-	204	6372
SYNPCC7002_RS04040	NC_010475.1	836362	836493	+	132	789
SYNPCC7002_RS04045	NC_010475.1	836710	837453	-	744	580
SYNPCC7002_RS04050	NC_010475.1	837715	838461	-	747	14051
SYNPCC7002_RS04055	NC_010475.1	838862	839863	+	1002	1816
SYNPCC7002_RS04060	NC_010475.1	839931	840539	+	609	548
SYNPCC7002_RS04065	NC_010475.1	840639	841088	+	450	894
SYNPCC7002_RS04070	NC_010475.1	841173	841745	-	573	448
SYNPCC7002_RS04075	NC_010475.1	841805	843244	-	1440	1178
SYNPCC7002_RS04080	NC_010475.1	843356	843994	+	639	698
SYNPCC7002_RS04085	NC_010475.1	844063	845241	+	1179	815
SYNPCC7002_RS04090	NC_010475.1	845258	845671	-	414	211
SYNPCC7002_RS04095	NC_010475.1	845664	845882	-	219	201
SYNPCC7002_RS04100	NC_010475.1	845944	847716	-	1773	2675
SYNPCC7002_RS04105	NC_010475.1	847765	848196	-	432	652
SYNPCC7002_RS04110	NC_010475.1	848300	849352	+	1053	699
SYNPCC7002_RS04115	NC_010475.1	849514	850446	+	933	271
SYNPCC7002_RS04120	NC_010475.1	850469	851419	+	951	228
SYNPCC7002_RS04125	NC_010475.1	851586	854159	-	2574	4790
SYNPCC7002_RS04130	NC_010475.1	854319	856511	-	2193	755
SYNPCC7002_RS04135	NC_010475.1	856966	858180	-	1215	356
SYNPCC7002_RS04140	NC_010475.1	858218	858433	-	216	136
SYNPCC7002_RS04150	NC_010475.1	858725	860110	-	1386	7007
SYNPCC7002_RS04160	NC_010475.1	860573	861055	+	483	2245
SYNPCC7002_RS04165	NC_010475.1	861015	861776	-	762	672
SYNPCC7002_RS04170	NC_010475.1	861863	862756	+	894	862
SYNPCC7002_RS04175	NC_010475.1	862773	863030	-	258	214
SYNPCC7002_RS04180	NC_010475.1	863027	863341	-	315	410
SYNPCC7002_RS04185	NC_010475.1	863401	865659	-	2259	2347
SYNPCC7002_RS16645	NC_010475.1	865698	865877	-	180	47
SYNPCC7002_RS04190	NC_010475.1	865888	866580	-	693	2483
SYNPCC7002_RS04195	NC_010475.1	866577	866897	-	321	566
SYNPCC7002_RS04200	NC_010475.1	867201	867683	-	483	18948
SYNPCC7002_RS04205	NC_010475.1	867740	868408	-	669	15371
SYNPCC7002_RS04210	NC_010475.1	868639	869883	+	1245	1592
SYNPCC7002_RS04215	NC_010475.1	869880	871322	-	1443	1066
SYNPCC7002_RS04220	NC_010475.1	871453	871641	-	189	197
SYNPCC7002_RS04225	NC_010475.1	871721	871957	+	237	2023
SYNPCC7002_RS04230	NC_010475.1	872160	873362	-	1203	7714
SYNPCC7002_RS04235	NC_010475.1	873736	875286	-	1551	392
SYNPCC7002_RS04240	NC_010475.1	875468	876709	-	1242	328
SYNPCC7002_RS04245	NC_010475.1	876764	878110	-	1347	373
SYNPCC7002_RS04250	NC_010475.1	878168	878923	-	756	305
SYNPCC7002_RS04255	NC_010475.1	879038	879526	-	489	588
SYNPCC7002_RS04260	NC_010475.1	879750	880958	-	1209	14460
SYNPCC7002_RS17210	NC_010475.1	881477	881608	+	132	491
SYNPCC7002_RS04265	NC_010475.1	881639	883633	+	1995	13243
SYNPCC7002_RS04270	NC_010475.1	883752	883976	+	225	295
SYNPCC7002_RS04275	NC_010475.1	883979	884314	-	336	649
SYNPCC7002_RS04280	NC_010475.1	884446	886053	-	1608	481
SYNPCC7002_RS16945	NC_010475.1	886182	886352	-	171	216
SYNPCC7002_RS04290	NC_010475.1	886867	887667	+	801	1914
SYNPCC7002_RS04295	NC_010475.1	888100	889602	+	1503	5703
SYNPCC7002_RS04300	NC_010475.1	889623	890459	+	837	3920
SYNPCC7002_RS04305	NC_010475.1	890459	891352	+	894	5862
SYNPCC7002_RS04310	NC_010475.1	891410	891853	+	444	3938
SYNPCC7002_RS04315	NC_010475.1	891958	892434	+	477	1498
SYNPCC7002_RS04320	NC_010475.1	892587	893804	+	1218	524
SYNPCC7002_RS04325	NC_010475.1	893870	894781	-	912	496
SYNPCC7002_RS04330	NC_010475.1	895053	897347	+	2295	759
SYNPCC7002_RS04335	NC_010475.1	897454	898563	+	1110	1761
SYNPCC7002_RS04340	NC_010475.1	898623	899468	+	846	1146
SYNPCC7002_RS04345	NC_010475.1	899537	900946	+	1410	1257
SYNPCC7002_RS04350	NC_010475.1	900956	902020	-	1065	514
SYNPCC7002_RS04355	NC_010475.1	902272	902655	+	384	637
SYNPCC7002_RS04360	NC_010475.1	903182	904024	+	843	295
SYNPCC7002_RS04365	NC_010475.1	904115	905440	+	1326	422
SYNPCC7002_RS04370	NC_010475.1	905486	905986	+	501	174
SYNPCC7002_RS04375	NC_010475.1	906058	907353	+	1296	390
SYNPCC7002_RS04380	NC_010475.1	907258	907794	-	537	160
SYNPCC7002_RS04385	NC_010475.1	907850	908419	+	570	350
SYNPCC7002_RS04390	NC_010475.1	908425	909141	-	717	791
SYNPCC7002_RS04395	NC_010475.1	909145	909975	-	831	1056
SYNPCC7002_RS04400	NC_010475.1	909990	910817	-	828	442
SYNPCC7002_RS04405	NC_010475.1	910910	912241	+	1332	1459
SYNPCC7002_RS04410	NC_010475.1	912297	912590	+	294	664
SYNPCC7002_RS04415	NC_010475.1	912677	913687	+	1011	687
SYNPCC7002_RS04420	NC_010475.1	913704	915689	-	1986	1005
SYNPCC7002_RS04425	NC_010475.1	915800	916675	-	876	313
SYNPCC7002_RS04430	NC_010475.1	916690	917523	-	834	184
SYNPCC7002_RS04435	NC_010475.1	917516	919675	-	2160	690
SYNPCC7002_RS04440	NC_010475.1	919947	920813	-	867	1739
SYNPCC7002_RS04445	NC_010475.1	920895	921830	-	936	490
SYNPCC7002_RS04450	NC_010475.1	921877	923043	-	1167	495
SYNPCC7002_RS04455	NC_010475.1	923329	923955	-	627	173
SYNPCC7002_RS04460	NC_010475.1	924089	925924	-	1836	555
SYNPCC7002_RS04465	NC_010475.1	926444	928012	+	1569	4191
SYNPCC7002_RS04470	NC_010475.1	928143	928874	+	732	2429
SYNPCC7002_RS04475	NC_010475.1	928937	929227	+	291	615
SYNPCC7002_RS04480	NC_010475.1	929212	930033	-	822	902
SYNPCC7002_RS04485	NC_010475.1	930090	930680	-	591	292
SYNPCC7002_RS04490	NC_010475.1	930703	931650	-	948	422
SYNPCC7002_RS04495	NC_010475.1	931723	934005	-	2283	1054
SYNPCC7002_RS04500	NC_010475.1	934269	934976	+	708	2710
SYNPCC7002_RS04505	NC_010475.1	935063	936940	-	1878	1475
SYNPCC7002_RS04510	NC_010475.1	937116	937766	-	651	197
SYNPCC7002_RS04515	NC_010475.1	937909	938346	+	438	2212
SYNPCC7002_RS04520	NC_010475.1	938380	939150	+	771	1728
SYNPCC7002_RS04525	NC_010475.1	939147	940277	-	1131	655
SYNPCC7002_RS04530	NC_010475.1	940327	941604	+	1278	1328
SYNPCC7002_RS04535	NC_010475.1	941625	942320	-	696	634
SYNPCC7002_RS04540	NC_010475.1	942391	942876	-	486	95
SYNPCC7002_RS04545	NC_010475.1	942959	943672	+	714	906
SYNPCC7002_RS16080	NC_010475.1	943911	944966	+	1056	6675
SYNPCC7002_RS04555	NC_010475.1	945099	945542	+	444	1006
SYNPCC7002_RS04560	NC_010475.1	945610	945975	+	366	8451
SYNPCC7002_RS04565	NC_010475.1	946085	947146	-	1062	2632
SYNPCC7002_RS04570	NC_010475.1	947161	948048	-	888	581
SYNPCC7002_RS04575	NC_010475.1	948397	949203	-	807	422
SYNPCC7002_RS04580	NC_010475.1	949252	950079	-	828	759
SYNPCC7002_RS04585	NC_010475.1	950149	951024	+	876	363
SYNPCC7002_RS04590	NC_010475.1	951021	951881	-	861	442
SYNPCC7002_RS04595	NC_010475.1	951934	952272	-	339	307
SYNPCC7002_RS04600	NC_010475.1	952287	953450	-	1164	475
SYNPCC7002_RS04605	NC_010475.1	953618	955084	-	1467	3364
SYNPCC7002_RS04610	NC_010475.1	955335	955640	-	306	1926
SYNPCC7002_RS04615	NC_010475.1	955663	956280	-	618	2141
SYNPCC7002_RS04620	NC_010475.1	956342	956953	-	612	2517
SYNPCC7002_RS04625	NC_010475.1	957005	958123	-	1119	6209
SYNPCC7002_RS04630	NC_010475.1	958334	959137	-	804	730
SYNPCC7002_RS04635	NC_010475.1	959175	959933	-	759	851
SYNPCC7002_RS04640	NC_010475.1	960029	960856	+	828	692
SYNPCC7002_RS04645	NC_010475.1	961114	961878	+	765	791
SYNPCC7002_RS04650	NC_010475.1	961936	962577	+	642	949
SYNPCC7002_RS04655	NC_010475.1	962596	963216	-	621	2104
SYNPCC7002_RS04660	NC_010475.1	964243	964821	+	579	153
SYNPCC7002_RS04665	NC_010475.1	964875	965330	+	456	104
SYNPCC7002_RS04670	NC_010475.1	965423	965959	+	537	105
SYNPCC7002_RS04675	NC_010475.1	966311	966703	-	393	234
SYNPCC7002_RS04680	NC_010475.1	967453	968172	+	720	2268
SYNPCC7002_RS04685	NC_010475.1	968304	969311	+	1008	956
SYNPCC7002_RS04690	NC_010475.1	969345	971099	+	1755	1166
SYNPCC7002_RS04695	NC_010475.1	971083	972183	+	1101	468
SYNPCC7002_RS04700	NC_010475.1	972180	973205	-	1026	338
SYNPCC7002_RS04705	NC_010475.1	973225	973800	+	576	617
SYNPCC7002_RS04710	NC_010475.1	973933	974400	+	468	603
SYNPCC7002_RS04715	NC_010475.1	974518	976146	+	1629	776
SYNPCC7002_RS04720	NC_010475.1	976266	976706	+	441	1409
SYNPCC7002_RS04725	NC_010475.1	976703	977137	-	435	791
SYNPCC7002_RS04730	NC_010475.1	977147	978334	-	1188	5503
SYNPCC7002_RS16085	NC_010475.1	978418	979272	-	855	547
SYNPCC7002_RS04750	NC_010475.1	979803	982331	+	2529	1652
SYNPCC7002_RS04755	NC_010475.1	982328	982600	-	273	407
SYNPCC7002_RS04760	NC_010475.1	982676	983224	-	549	2013
SYNPCC7002_RS04765	NC_010475.1	983211	983933	-	723	2050
SYNPCC7002_RS04770	NC_010475.1	984107	984895	+	789	671
SYNPCC7002_RS04775	NC_010475.1	985037	986017	-	981	4549
SYNPCC7002_RS04780	NC_010475.1	986451	986996	-	546	2977
SYNPCC7002_RS04785	NC_010475.1	987179	987274	-	96	1572
SYNPCC7002_RS04790	NC_010475.1	987467	988393	+	927	223
SYNPCC7002_RS04795	NC_010475.1	988390	989802	-	1413	755
SYNPCC7002_RS04800	NC_010475.1	990631	990849	+	219	519
SYNPCC7002_RS04805	NC_010475.1	990836	991132	+	297	260
SYNPCC7002_RS04810	NC_010475.1	991221	992834	-	1614	1908
SYNPCC7002_RS04815	NC_010475.1	992954	994540	+	1587	8716
SYNPCC7002_RS04820	NC_010475.1	994564	995154	-	591	1274
SYNPCC7002_RS04825	NC_010475.1	995346	995774	+	429	326
SYNPCC7002_RS04830	NC_010475.1	995868	996431	+	564	714
SYNPCC7002_RS04835	NC_010475.1	996519	997091	+	573	300
SYNPCC7002_RS04840	NC_010475.1	997103	998155	-	1053	687
SYNPCC7002_RS04845	NC_010475.1	998293	998757	-	465	2842
SYNPCC7002_RS04850	NC_010475.1	998899	999888	+	990	374
SYNPCC7002_RS04855	NC_010475.1	999885	1001255	-	1371	573
SYNPCC7002_RS04860	NC_010475.1	1001397	1001870	+	474	277
SYNPCC7002_RS04865	NC_010475.1	1001903	1002865	+	963	293
SYNPCC7002_RS04870	NC_010475.1	1002985	1003818	-	834	280
SYNPCC7002_RS04875	NC_010475.1	1004056	1005033	+	978	814
SYNPCC7002_RS04880	NC_010475.1	1005160	1005930	+	771	272
SYNPCC7002_RS04885	NC_010475.1	1006136	1007557	-	1422	339
SYNPCC7002_RS04890	NC_010475.1	1007779	1008507	+	729	3299
SYNPCC7002_RS04895	NC_010475.1	1008671	1010671	+	2001	1310
SYNPCC7002_RS04900	NC_010475.1	1010742	1010873	-	132	277
SYNPCC7002_RS04905	NC_010475.1	1011024	1011383	+	360	157
SYNPCC7002_RS16950	NC_010475.1	1011557	1011697	-	141	45
SYNPCC7002_RS04910	NC_010475.1	1012007	1013407	-	1401	1034
SYNPCC7002_RS04915	NC_010475.1	1013411	1013701	-	291	200
SYNPCC7002_RS04920	NC_010475.1	1013769	1014914	-	1146	1106
SYNPCC7002_RS04925	NC_010475.1	1015205	1015984	+	780	5440
SYNPCC7002_RS16410	NC_010475.1	1016169	1016306	+	138	1791
SYNPCC7002_RS04935	NC_010475.1	1016370	1016720	+	351	736
SYNPCC7002_RS04940	NC_010475.1	1016710	1017102	+	393	2219
SYNPCC7002_RS04945	NC_010475.1	1017282	1018448	+	1167	5168
SYNPCC7002_RS04950	NC_010475.1	1018455	1018946	+	492	1325
SYNPCC7002_RS04955	NC_010475.1	1019059	1019559	+	501	1522
