	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_correlations
SRX12668212	SRR16464680	2021-10-21 12:51:14	2021-10-19 22:39:24	15337415	4316016388	15337415	281	1417		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR016/16464/SRR16464680/SRR16464680.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620008	SAMN22368238	simple	1148	Synechocystis sp. PCC 6803	GSM5629564							no					GEO	SRA1312575		public	98D7166F74F9E06C7772BC86BD6041E1	D918BDFE428AAAFB49C4058D6ED82CD1			True	True	True	True	True
SRX12668213	SRR16464681	2021-10-21 12:51:14	2021-10-19 22:44:34	14501615	4115004137	14501615	283	1355		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464681/SRR16464681.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620009	SAMN22368239	simple	1148	Synechocystis sp. PCC 6803	GSM5629565							no					GEO	SRA1312575		public	832E4AC7295440E15F1E3686CBCEFCF5	DACA726FFB04B6DD397E2DFD924B3813			True	True	True	True	True
SRX12668214	SRR16464682	2021-10-21 12:51:14	2021-10-19 22:26:50	11357482	3107337458	11357482	273	1020		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16464/SRR16464682/SRR16464682.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620010	SAMN22368240	simple	1148	Synechocystis sp. PCC 6803	GSM5629566							no					GEO	SRA1312575		public	FE6AF6995A9D15BB73A0EAD241F8DF55	5384E832E10ABADC206D57D2B0D292F6			True	True	True	True	True
SRX12668215	SRR16464683	2021-10-21 12:51:14	2021-10-19 22:29:53	12012490	3393947152	12012490	282	1105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464683/SRR16464683.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620011	SAMN22368241	simple	1148	Synechocystis sp. PCC 6803	GSM5629567							no					GEO	SRA1312575		public	335B38A48103B0062D4A63FB7B7450A3	0590200257F335F29A1DECDD7D4920CC			True	True	True	True	True
SRX12668216	SRR16464684	2021-10-21 12:51:14	2021-10-19 22:24:43	10743913	2963092655	10743913	275	972		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16464/SRR16464684/SRR16464684.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620012	SAMN22368242	simple	1148	Synechocystis sp. PCC 6803	GSM5629568							no					GEO	SRA1312575		public	8DBD25675A90CA695FCAC3E7DF94305D	DA4D99C9A529EC3563F0B077E6780424			True	True	True	True	True
SRX12668217	SRR16464685	2021-10-21 12:51:14	2021-10-19 22:33:08	14637732	4125366697	14637732	281	1351		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464685/SRR16464685.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620013	SAMN22368243	simple	1148	Synechocystis sp. PCC 6803	GSM5629569							no					GEO	SRA1312575		public	18AA2EA1D243C9A274F5164003ED5F40	56BE174DEB20A089EB9C23BEC6AB6864			True	True	True	True	True
SRX12668218	SRR16464686	2021-10-21 12:51:14	2021-10-19 22:31:38	12574290	3569797721	12574290	283	1170		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16464/SRR16464686/SRR16464686.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620015	SAMN22368244	simple	1148	Synechocystis sp. PCC 6803	GSM5629570							no					GEO	SRA1312575		public	43C819DD7781CA5A5E2BBD76277793DF	88CE4257010CD6F9E8D6E3CB4F5577B1			True	True	True	False	True
SRX12668219	SRR16464687	2021-10-21 12:51:14	2021-10-19 22:22:09	7971116	2262016702	7971116	283	736		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16464/SRR16464687/SRR16464687.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620014	SAMN22368251	simple	1148	Synechocystis sp. PCC 6803	GSM5629571							no					GEO	SRA1312575		public	CD49E586B2CD8102182B758ED2590802	F60FCCF061D21584A659479C2D857A80			True	True	True	True	True
SRX12668220	SRR16464688	2021-10-21 12:51:14	2021-10-19 23:14:05	12593375	3551298767	12593375	281	1162		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16464/SRR16464688/SRR16464688.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620017	SAMN22368252	simple	1148	Synechocystis sp. PCC 6803	GSM5629572							no					GEO	SRA1312575		public	316D1619D37157ED10BE5612DBEDB647	D81AF53D9ACE5A3A398E2215240D88EA			True	True	True	True	True
SRX12668221	SRR16464689	2021-10-21 12:51:14	2021-10-19 22:18:46	9017928	2522047569	9017928	279	816		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16464/SRR16464689/SRR16464689.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620016	SAMN22368245	simple	1148	Synechocystis sp. PCC 6803	GSM5629573							no					GEO	SRA1312575		public	7BEC83D8CC559CFD4E90C0D19D00C9BD	24A920A11C6BE1ADC80D3DB01524A2DD			True	True	True	False	True
SRX12668222	SRR16464690	2021-10-21 12:51:14	2021-10-19 23:09:51	13430668	3747393943	13430668	279	1212		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16464/SRR16464690/SRR16464690.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620019	SAMN22368246	simple	1148	Synechocystis sp. PCC 6803	GSM5629574							no					GEO	SRA1312575		public	164094AAF59690E85C247F9B716FA28E	5F979C75FEC961B01C2A5E6AE25E6510			True	True	True	True	True
SRX12668223	SRR16464691	2021-10-21 12:51:14	2021-10-19 22:23:54	11756300	3252036418	11756300	276	1057		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464691/SRR16464691.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620018	SAMN22368247	simple	1148	Synechocystis sp. PCC 6803	GSM5629575							no					GEO	SRA1312575		public	BB1F0D1BB71FA21FD7F7DCBA759B02EE	2E10050309AA75A6D94EBF2625B8A2E7			True	True	True	True	True
SRX12668224	SRR16464692	2021-10-21 12:51:14	2021-10-19 22:20:32	9345475	2628321537	9345475	281	850		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464692/SRR16464692.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620020	SAMN22368248	simple	1148	Synechocystis sp. PCC 6803	GSM5629576							no					GEO	SRA1312575		public	8CB0DB65C4EBA9C2203FBC3897A5BC83	124470DDC33549C5522AB042A85CC639			True	False	False	False	True
SRX12668225	SRR16464693	2021-10-21 12:51:14	2021-10-20 03:50:42	9346955	2634197221	9346955	281	857		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464693/SRR16464693.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620021	SAMN22368249	simple	1148	Synechocystis sp. PCC 6803	GSM5629577							no					GEO	SRA1312575		public	7F5C9C1A6713F92C80B5386E29B7B980	C2E1FFE939AB2AB87731AFCF742B9678			True	True	True	True	True
SRX12668226	SRR16464694	2021-10-21 12:51:14	2021-10-19 22:24:43	6156555	1743365980	6156555	283	565		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464694/SRR16464694.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620022	SAMN22368250	simple	1148	Synechocystis sp. PCC 6803	GSM5629578							no					GEO	SRA1312575		public	8629F13DA15C9533E440539625520224	6F0EFE742430EDCBD68429442560F4B4			True	True	True	True	True
SRX12668227	SRR16464695	2021-10-21 12:51:14	2021-10-19 22:48:36	10613495	3013201065	10613495	283	984		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR016/16464/SRR16464695/SRR16464695.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620024	SAMN22368253	simple	1148	Synechocystis sp. PCC 6803	GSM5629579							no					GEO	SRA1312575		public	7709BC9F0DE8A8ABB9B2E3E4F3EF2A4B	509DAE55EA8742087D7DCA61711DF412			True	True	True	True	True
SRX12668228	SRR16464696	2021-10-21 12:51:14	2021-10-19 22:26:31	11579776	3281028117	11579776	283	1071		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16464/SRR16464696/SRR16464696.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620023	SAMN22368254	simple	1148	Synechocystis sp. PCC 6803	GSM5629580							no					GEO	SRA1312575		public	FD4474CCD8A9806588BAE5C57A8E8873	56DAE718501435B821E4E04394C0097E			True	True	True	True	True
SRX12668229	SRR16464697	2021-10-21 12:51:14	2021-10-19 22:28:32	10970596	3070461425	10970596	279	998		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR016/16464/SRR16464697/SRR16464697.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620026	SAMN22368255	simple	1148	Synechocystis sp. PCC 6803	GSM5629581							no					GEO	SRA1312575		public	9965D6DC344D55F4AFB32A2425C6F96B	2E33CC08508D0D820039AE2C12A237D5			True	True	True	True	True
SRX12668230	SRR16464698	2021-10-21 12:51:14	2021-10-19 22:20:33	9209469	2566481294	9209469	278	832		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR016/16464/SRR16464698/SRR16464698.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620025	SAMN22368256	simple	1148	Synechocystis sp. PCC 6803	GSM5629582							no					GEO	SRA1312575		public	08447062357D735A93498194BFE40297	9FFF7654697F6EBE94B905A64D209ADB			True	False	False	False	True
SRX12668231	SRR16464699	2021-10-21 12:51:14	2021-10-19 22:42:00	14702996	4149360204	14702996	282	1340		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR016/16464/SRR16464699/SRR16464699.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620028	SAMN22368257	simple	1148	Synechocystis sp. PCC 6803	GSM5629583							no					GEO	SRA1312575		public	80D8992C7385926A0C36C657C293FE40	47FBC8C621B18C9F042BAAD78446369C			True	True	True	True	True
SRX12668232	SRR16464700	2021-10-21 12:51:14	2021-10-19 22:16:14	9893458	2786050862	9893458	281	906		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16464/SRR16464700/SRR16464700.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620027	SAMN22368217	simple	1148	Synechocystis sp. PCC 6803	GSM5629584							no					GEO	SRA1312575		public	6E8E968F9F67DD90E4F2BCE1334D112D	84B5AD2E553D115DC38476EFD8D17F55			True	True	True	True	True
SRX12668233	SRR16464701	2021-10-21 12:51:14	2021-10-20 04:06:19	12237636	3473926943	12237636	283	1131		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464701/SRR16464701.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620029	SAMN22368218	simple	1148	Synechocystis sp. PCC 6803	GSM5629585							no					GEO	SRA1312575		public	52ED816BE754C57BD311CBA3E85C0E76	BAAF2264BF0D09EE870C36096E36E635			True	True	True	False	True
SRX12668234	SRR16464702	2021-10-21 12:51:14	2021-10-19 22:35:59	12336621	3473099670	12336621	281	1125		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464702/SRR16464702.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620031	SAMN22368219	simple	1148	Synechocystis sp. PCC 6803	GSM5629586							no					GEO	SRA1312575		public	92E50D44F37AF439F8137CCBF1BCF51A	C087CA11DA2772A1224513BE37AB8BC0			True	True	True	True	True
SRX12668235	SRR16464703	2021-10-21 12:51:14	2021-10-19 22:26:59	11519130	3246784395	11519130	281	1058		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR016/16464/SRR16464703/SRR16464703.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620030	SAMN22368220	simple	1148	Synechocystis sp. PCC 6803	GSM5629587							no					GEO	SRA1312575		public	94354FC72FAA7354B84102FDA240561B	F691D4D65DAE4D6CB95EDAEBD339CF97			True	True	True	True	True
SRX12668236	SRR16464704	2021-10-21 12:51:14	2021-10-19 22:20:16	11613985	3275787195	11613985	282	1080		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR016/16464/SRR16464704/SRR16464704.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620032	SAMN22368221	simple	1148	Synechocystis sp. PCC 6803	GSM5629588							no					GEO	SRA1312575		public	5DDE1534EFB892F6F0DD0FCBF11FDF57	6D6AB9A50C0E4646D6F2CC7A6F739BB0			True	True	True	True	True
SRX12668237	SRR16464705	2021-10-21 12:51:14	2021-10-19 22:18:48	9773527	2722798878	9773527	278	894		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464705/SRR16464705.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620034	SAMN22368222	simple	1148	Synechocystis sp. PCC 6803	GSM5629589							no					GEO	SRA1312575		public	6B7E8370DD5ACE2E9ACD02A709D5D1ED	E7744DE78F154C82E735F10502ACF07C			True	True	True	True	True
SRX12668238	SRR16464706	2021-10-21 12:51:14	2021-10-19 22:18:51	8906745	2477256735	8906745	278	807		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR016/16464/SRR16464706/SRR16464706.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620033	SAMN22368223	simple	1148	Synechocystis sp. PCC 6803	GSM5629590							no					GEO	SRA1312575		public	8B3933767027DF470705416C900C2477	2958B0808A27B7BE69B4681FE95475B5			True	True	True	False	True
SRX12668239	SRR16464707	2021-10-21 12:51:14	2021-10-19 22:31:50	10083060	2779299480	10083060	275	909		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464707/SRR16464707.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620035	SAMN22368224	simple	1148	Synechocystis sp. PCC 6803	GSM5629591							no					GEO	SRA1312575		public	54E061D91D10DFF3CF30661380B8CE1F	0B4DD6BEBD0B71003D09850670CF60E6			True	True	True	True	True
SRX12668240	SRR16464708	2021-10-21 12:51:14	2021-10-19 22:36:18	12333374	3412228435	12333374	276	1113		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464708/SRR16464708.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620036	SAMN22368225	simple	1148	Synechocystis sp. PCC 6803	GSM5629592							no					GEO	SRA1312575		public	9C292A1914C581F0E34953D1B0FC7666	0037FA967036D2403B390BACD2BB5A7B			True	True	True	True	True
SRX12668241	SRR16464709	2021-10-21 12:51:15	2021-10-19 22:21:42	11028781	3093139047	11028781	280	1007		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464709/SRR16464709.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620037	SAMN22368226	simple	1148	Synechocystis sp. PCC 6803	GSM5629593							no					GEO	SRA1312575		public	16A4C25E3D0AFFBA5ABC32C559AEBCFC	D479E43D9E0C44EA9EC216FAD00032F4			True	True	True	True	True
SRX12668242	SRR16464710	2021-10-21 12:51:15	2021-10-19 22:14:45	6461066	1704279423	6461066	263	557		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16464/SRR16464710/SRR16464710.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP341882	PRJNA772179		772179	SRS10620039	SAMN22368227	simple	1148	Synechocystis sp. PCC 6803	GSM5629594							no					GEO	SRA1312575		public	C1373B452E34F63506CD1249B90BF74F	AE084A5B1AD69FC476FCA0B0D5C72F50			True	True	True	False	True
SRX2492746	SRR5176531	2018-03-09 16:58:18	2017-01-13 13:56:02	21166775	1587508125	0	75	546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176531.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922317	SAMN06229935	simple	1148	Synechocystis sp. PCC 6803	GSM2458778							no					GEO	SRA527226		public	9B0281CECBB95ECFCE73043F2E198395	E7A8920173A5F423849C9F8B9A776F73			True	True	True	True	True
SRX2492747	SRR5176532	2018-03-09 16:58:18	2017-01-13 13:56:46	23114903	1733617725	0	75	595		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176532.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922318	SAMN06229934	simple	1148	Synechocystis sp. PCC 6803	GSM2458779							no					GEO	SRA527226		public	5E7E9BBACF592C9310C36B8046915088	D17A82576247BC0C5BA8322D019FBA3E			True	True	True	True	True
SRX2492748	SRR5176533	2018-03-09 16:58:18	2017-01-13 13:55:26	20021383	1501603725	0	75	514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176533.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922319	SAMN06229933	simple	1148	Synechocystis sp. PCC 6803	GSM2458780							no					GEO	SRA527226		public	2A919873029A2DE220A8805A8F81B509	27760C007B04F4B96B36F37AE28B1CBE			True	True	True	True	True
SRX2492749	SRR5176534	2018-03-09 16:58:18	2017-01-13 13:56:34	22169239	1662692925	0	75	566		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176534.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922320	SAMN06229932	simple	1148	Synechocystis sp. PCC 6803	GSM2458781							no					GEO	SRA527226		public	0E443A1B9ABBD11A64CC5653E0782164	2A9B8040517300D47F80BF8E53E6C96B			True	True	True	True	True
SRX2492750	SRR5176535	2018-03-09 16:58:18	2017-01-13 13:54:53	19823928	1486794600	0	75	510		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176535.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922321	SAMN06229931	simple	1148	Synechocystis sp. PCC 6803	GSM2458782							no					GEO	SRA527226		public	3A531F82652E9949E131F96F762B2539	130C3118A2936524D5D04F68D37965E5			True	True	True	True	True
SRX2492751	SRR5176536	2018-03-09 16:58:18	2017-01-13 13:55:55	20682221	1551166575	0	75	530		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176536.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922322	SAMN06229930	simple	1148	Synechocystis sp. PCC 6803	GSM2458783							no					GEO	SRA527226		public	30C0155B9291E846FEF01994B113B389	5DABD956F7C465EF16649235FC2DB1FD			True	True	True	True	True
SRX2694285	SRR5399538	2017-10-11 13:30:04	2017-03-31 15:09:09	2302652	244742854	0	106	160		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399538/SRR5399538.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090657	SAMN06672156	simple	1148	Synechocystis sp. PCC 6803	GSM2561053							no					GEO	SRA550683		public	2EDB1A2D6E1E05CE0A622D884E2BD300	5AA12450717CFF51943E75880845B579			True	False	False	False	True
SRX2694286	SRR5399539	2017-10-11 13:30:04	2017-03-31 15:09:30	3219388	327034985	0	101	250		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399539/SRR5399539.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090659	SAMN06672155	simple	1148	Synechocystis sp. PCC 6803	GSM2561054							no					GEO	SRA550683		public	4E2ED13416AFB90DA249704AA6F1094D	69E396CC3143F5000BDF0A63D6FB4AA3			False	False	False	False	True
SRX2694287	SRR5399540	2017-10-11 13:30:04	2017-03-31 15:09:34	1912613	215489268	0	112	146		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399540/SRR5399540.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090658	SAMN06672154	simple	1148	Synechocystis sp. PCC 6803	GSM2561055							no					GEO	SRA550683		public	890BF6410B6CD90404970A13E19684A1	532F2F5F632C4A892A6DDC830856FFBB			True	False	False	False	True
SRX2694288	SRR5399541	2017-10-11 13:30:04	2017-03-31 15:14:09	3013603	240919100	0	79	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399541/SRR5399541.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090660	SAMN06672153	simple	1148	Synechocystis sp. PCC 6803	GSM2561056							no					GEO	SRA550683		public	3623A6E321074FC9A6166F5F5E819155	02E2215005AAFE828FE1B6C4DEB75D69			False	False	False	False	True
SRX1643160	SRR3239504	2016-04-23 00:00:00	2016-03-18 15:37:59	823593	157109833	0	190	122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/239/SRR3239504/SRR3239504.lite.1	Syn_control1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349267	SAMN04565675	simple	1148	Synechocystis sp. PCC 6803	Syn4_Complete1							no					ARIZONA STATE UNIVERSITY	SRA387373		public	668433B17C18F8BABE538F80BA394D33	EEFF34AD300C59198082F454B993CF7E			False	False	False	False	True
SRX1643581	SRR3240261	2016-04-23 00:00:00	2016-03-18 16:29:35	348924	76077870	0	218	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240261/SRR3240261.lite.1	Syn_control2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349598	SAMN04565722	simple	1148	Synechocystis sp. PCC 6803	Syn11_Complete5							no					ARIZONA STATE UNIVERSITY	SRA387509		public	740F4A3AAE18C35FDE836CCD48AADD90	5C4101CB64BD9E96AFC3E4A156F44675			False	False	False	False	True
