Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR7188815,2019-05-20 16:28:42,2018-05-21 10:46:59,12077848,603892400,0,50,357,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188815.sralite.1,SRX4105539,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321363,SAMN09230312,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147464,,,,,,,no,,,,,GEO,SRA707995,,public,5BA63DB08380701293E3936B9F1D5C1E,A85599F4C8535939877CEA8A8B87E9DF
SRR7188816,2019-05-20 16:28:42,2018-05-21 10:47:48,18212672,910633600,0,50,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188816.sralite.1,SRX4105540,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321364,SAMN09230184,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147465,,,,,,,no,,,,,GEO,SRA707995,,public,33CAD054A5571CFAA74E7C6DDF7A6601,921AEDFEF6BB0C2B8053D76097D9BDFE
SRR7188817,2019-05-20 16:28:42,2018-05-21 10:43:36,926185,68294666,0,73,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188817.sralite.1,SRX4105541,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321365,SAMN09230183,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147466,,,,,,,no,,,,,GEO,SRA707995,,public,1CD900184E8183F13566604B342F52A4,3B5C0D7C964FF3D2511E7EFABC02C23C
SRR7188818,2019-05-20 16:28:42,2018-05-21 10:44:14,3073202,226653348,0,73,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188818.sralite.1,SRX4105542,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321366,SAMN09230182,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147467,,,,,,,no,,,,,GEO,SRA707995,,public,64E7E5B5936CE50F5EEFFCC55A293751,06EEC30656A4501912E930A02B450D25
SRR7188819,2019-05-20 16:28:42,2018-05-21 10:44:12,2930160,216170840,0,73,71,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188819.sralite.1,SRX4105543,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321367,SAMN09230241,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147468,,,,,,,no,,,,,GEO,SRA707995,,public,31375CC9CB583BF4580211DA1B60F1E9,9B6B7E2F5BB3D3C75F59695FA55A07E5
SRR7188820,2019-05-20 16:28:42,2018-05-21 10:44:06,2588064,191453327,0,73,62,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188820.sralite.1,SRX4105544,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321368,SAMN09230181,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147469,,,,,,,no,,,,,GEO,SRA707995,,public,FFCE60954E330BFCECBBECEC6C9016E8,5959456989766D9D6CE9C5FF19C2B34B
SRR7188821,2019-05-20 16:28:42,2018-05-21 10:44:19,3341653,246682675,0,73,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188821.sralite.1,SRX4105545,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321370,SAMN09230208,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147470,,,,,,,no,,,,,GEO,SRA707995,,public,4820BF97D2B3A86F6163177D9C913C75,66D68EBF6D2D3E78F9527B68A6F33E4E
SRR7188822,2019-05-20 16:28:42,2018-05-21 10:44:12,3223445,238706200,0,74,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188822.sralite.1,SRX4105546,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321369,SAMN09230207,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147471,,,,,,,no,,,,,GEO,SRA707995,,public,55EE36BAA9814387576514F8344FF872,223028DAD46741AA9183E86D2D410CC7
SRR7188823,2019-05-20 16:28:42,2018-05-21 10:45:16,14501627,725081350,0,50,513,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188823.sralite.1,SRX4105547,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321371,SAMN09230206,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147472,,,,,,,no,,,,,GEO,SRA707995,,public,AD7B710EBF09252982ED6CF4E140F393,27FC1F5A9511D292370D81C2F5247873
SRR7188824,2019-05-20 16:28:42,2018-05-21 10:45:46,17159377,857968850,0,50,605,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188824.sralite.1,SRX4105548,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321372,SAMN09230205,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147473,,,,,,,no,,,,,GEO,SRA707995,,public,D1D4996A76C49DE575D3BBE360C66FFE,C0F18FEEEA8CB25CCD5A6EC497B456A8
SRR7188825,2019-05-20 16:28:42,2018-05-21 10:44:22,8555852,427792600,0,50,157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188825.sralite.1,SRX4105549,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321373,SAMN09230204,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147474,,,,,,,no,,,,,GEO,SRA707995,,public,9BB8442B12561EE704A5C6D5E42BE3D4,BC08CC288476D60667ECF432A4DA314A
SRR7188826,2019-05-20 16:28:42,2018-05-21 10:45:42,13752960,687648000,0,50,486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188826.sralite.1,SRX4105550,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321374,SAMN09230203,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147475,,,,,,,no,,,,,GEO,SRA707995,,public,CBB85E0BA6CF172450A0B2A11189A82E,DCE297641D459AD2445FA40742B1A409
SRR7188827,2019-05-20 16:28:42,2018-05-21 10:43:56,4619401,230970050,0,50,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188827.sralite.1,SRX4105551,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321375,SAMN09230202,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147476,,,,,,,no,,,,,GEO,SRA707995,,public,68842E1BD193A330F39291942C4608E9,41042A2C894DD002E8F5DEE7654D4A3E
SRR7188828,2019-05-20 16:28:42,2018-05-21 10:45:40,16450782,822539100,0,50,581,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188828.sralite.1,SRX4105552,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321376,SAMN09230201,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147477,,,,,,,no,,,,,GEO,SRA707995,,public,35C54C4F7B625CB2D7969E96645BEF21,36897E52882ACCA4EE5B4531988EF0E7
SRR7188829,2019-05-20 16:28:42,2018-05-21 10:46:07,14541575,727078750,0,50,516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188829.sralite.1,SRX4105553,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321377,SAMN09230200,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147478,,,,,,,no,,,,,GEO,SRA707995,,public,92B04B0D0FB320C16682E07512F2CFFB,3DEDB0D17AF4C7737749744C080474ED
SRR7188830,2019-05-20 16:28:42,2018-05-21 10:45:14,13161952,658097600,0,50,467,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188830.sralite.1,SRX4105554,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321378,SAMN09230199,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147479,,,,,,,no,,,,,GEO,SRA707995,,public,A624635009063B837E71DEBB750CF5EF,5CEBA04F4DCB381EDD03F178D4460DBD
SRR7188831,2019-05-20 16:28:42,2018-05-21 10:44:23,3504605,258890338,0,73,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188831.sralite.1,SRX4105555,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321379,SAMN09230198,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147480,,,,,,,no,,,,,GEO,SRA707995,,public,89633A1636B653F01C4A38DAD11AC396,DABA0243F12379A500868D29DB894BC3
SRR7188832,2019-05-20 16:28:42,2018-05-21 10:43:37,891757,65879686,0,73,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188832.sralite.1,SRX4105556,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321380,SAMN09230197,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147481,,,,,,,no,,,,,GEO,SRA707995,,public,FB6879B3D902253969BC9E6F538733ED,493B0FC083A59254165E2CAE302B3989
SRR7188833,2019-05-20 16:28:42,2018-05-21 10:44:21,3450089,255924164,0,74,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188833.sralite.1,SRX4105557,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321381,SAMN09230196,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147482,,,,,,,no,,,,,GEO,SRA707995,,public,D0F7AA4739235A06DE580A06A03AEC95,524DF607015E6E800595CDC619F8DAE9
SRR7188834,2019-05-20 16:28:42,2018-05-21 10:44:36,2565990,189833690,0,73,62,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188834.sralite.1,SRX4105558,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321382,SAMN09230195,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147483,,,,,,,no,,,,,GEO,SRA707995,,public,3A5641FB186FBDBA8E83DFDF37BDE322,D80823A1F2F5ECC0E86553C8C36894EC
SRR7188835,2019-05-20 16:28:42,2018-05-21 10:44:44,3196009,235333584,0,73,77,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188835.sralite.1,SRX4105559,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321383,SAMN09230194,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147484,,,,,,,no,,,,,GEO,SRA707995,,public,BF7FEA85AED4B328E780DD10D474CC07,F6D14190FBD4B5DCA52C9F7C4086E6C8
SRR7188836,2019-05-20 16:28:42,2018-05-21 10:45:07,2620262,193806621,0,73,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188836.sralite.1,SRX4105560,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321384,SAMN09230193,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147485,,,,,,,no,,,,,GEO,SRA707995,,public,640DAA63EE5A867EC3B3FD875208F71F,8F38589F659E8651D76E4A639A3E8966
SRR7188837,2019-05-20 16:28:43,2018-05-21 10:46:22,14182011,709100550,0,50,503,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188837.sralite.1,SRX4105561,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321385,SAMN09230192,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147486,,,,,,,no,,,,,GEO,SRA707995,,public,182CEC4D51FDA3CFE9E1D6991B18A0B0,F700A4D9BE12B13788F2B1765971273B
SRR7188838,2019-05-20 16:28:43,2018-05-21 10:45:54,12169171,608458550,0,50,434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188838.sralite.1,SRX4105562,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321386,SAMN09230191,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147487,,,,,,,no,,,,,GEO,SRA707995,,public,E8A69AEBB2485C71E4B85DF6601EE20B,1FE2F2755D6B6BDC6CB871C753F411EB
SRR7188839,2019-05-20 16:28:43,2018-05-21 10:46:23,13221228,661061400,0,50,468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188839.sralite.1,SRX4105563,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321387,SAMN09230190,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147488,,,,,,,no,,,,,GEO,SRA707995,,public,2A1E99976B40CA409A9BE2E683FC9FBD,8D9C568E2BBC3E638DCCEDF806266405
SRR7188840,2019-05-20 16:28:43,2018-05-21 10:45:52,10715824,535791200,0,50,381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188840.sralite.1,SRX4105564,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321388,SAMN09230189,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147489,,,,,,,no,,,,,GEO,SRA707995,,public,C1A9E2E9C4F13D39D66857578898DECF,BCB1DF16C5E3AC77A3D9700AA15C136B
SRR7188841,2019-05-20 16:28:43,2018-05-21 10:46:25,13619396,680969800,0,50,485,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188841.sralite.1,SRX4105565,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321389,SAMN09230188,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147490,,,,,,,no,,,,,GEO,SRA707995,,public,438E1D13B0069C82C51EE6F78D2C15D5,08A763FA35B5351BC9FB894FA853D489
SRR7188842,2019-05-20 16:28:43,2018-05-21 10:46:19,14789484,739474200,0,50,523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188842.sralite.1,SRX4105566,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321390,SAMN09230187,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147491,,,,,,,no,,,,,GEO,SRA707995,,public,1EB55D933B42095E2D56EA316C420F4E,08942914A2453A202D34F1C2D2D2F7D3
SRR7188843,2019-05-20 16:28:43,2018-05-21 10:46:29,13229291,661464550,0,50,469,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188843.sralite.1,SRX4105567,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321391,SAMN09230186,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147492,,,,,,,no,,,,,GEO,SRA707995,,public,F8C53834A5FFD73F85B351827CE61716,0CA1860E761B3E82F0BDC1C8253340D6
SRR7188844,2019-05-20 16:28:43,2018-05-21 10:47:21,15242591,762129550,0,50,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188844.sralite.1,SRX4105568,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321392,SAMN09230185,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147493,,,,,,,no,,,,,GEO,SRA707995,,public,7ED2803F97D414AABC4E2229A521258A,FBF4CB1A34EACEAABC8B256BA02365D9
SRR10421010,2019-11-28 21:32:19,2019-11-09 01:20:49,11692556,2361896312,11692556,202,1295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/421/SRR10421010.sralite.1,SRX7119038,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP229334,PRJNA588336,,588336,SRS5629179,SAMN13241840,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM4154628,,,,,,,no,,,,,GEO,SRA993563,,public,18F30C2B3FD495C7AA44F881B1E6F62A,7F7C978E1BC8939D2DFE475D86E81E92
SRR6026344,2017-12-15 12:47:05,2017-09-11 13:18:34,10630626,531531300,0,50,291,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026344.sralite.1,SRX3176805,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506500,SAMN07629667,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779462,,,,,,,no,,,,,GEO,SRA607160,,public,1DD3D241868A1FF03D0AB64150B31AB1,D2F108FE0242344B55B9141AA8310460
SRR6026345,2017-12-15 12:47:05,2017-09-11 13:18:16,7894546,394727300,0,50,218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026345.sralite.1,SRX3176806,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506501,SAMN07629666,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779463,,,,,,,no,,,,,GEO,SRA607160,,public,C16447A722FB48F7698C94D1FF89BE57,50F5DD8F151D275A0DF6E629CE454982
SRR6026346,2017-12-15 12:47:05,2017-09-11 13:19:00,10435731,521786550,0,50,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026346.sralite.1,SRX3176807,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506502,SAMN07629665,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779464,,,,,,,no,,,,,GEO,SRA607160,,public,1117E493D44E2369A63995B4F8D30442,F365CE15AEE78E1A08B38F5031123C2B
SRR6026347,2017-12-15 12:47:05,2017-09-11 13:18:58,12815102,640755100,0,50,408,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026347.sralite.1,SRX3176808,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506503,SAMN07629664,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779465,,,,,,,no,,,,,GEO,SRA607160,,public,D095D9211CE1A9A206092B5B993A16F3,79B9B632B112A1472350D4191750B9C7
SRR6026348,2017-12-15 12:47:05,2017-09-11 13:19:03,11416675,570833750,0,50,362,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026348.sralite.1,SRX3176809,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506504,SAMN07629663,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779466,,,,,,,no,,,,,GEO,SRA607160,,public,33DA4D376DE4A28A88B3CEB65E90C7BF,AE70A398DB61EC275F44D9D7B24F2EE4
SRR6026349,2017-12-15 12:47:05,2017-09-11 13:20:10,21721649,1086082450,0,50,688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026349.sralite.1,SRX3176810,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506505,SAMN07629662,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779467,,,,,,,no,,,,,GEO,SRA607160,,public,4F64AECB17799B2228401EB2FA8CE346,584FD29AB28AA2D6784E9963E82AEE30
SRR6026350,2017-12-15 12:47:05,2017-09-11 13:18:59,14015397,700769850,0,50,445,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026350.sralite.1,SRX3176811,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506506,SAMN07629661,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779468,,,,,,,no,,,,,GEO,SRA607160,,public,8F243FAC3D9D90559012DE8C76899A1F,FA7654D78F4FB34D508BAC9C7BE6DB2B
SRR6026351,2017-12-15 12:47:05,2017-09-11 13:20:20,23072779,1153638950,0,50,729,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026351.sralite.1,SRX3176812,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506507,SAMN07629660,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779469,,,,,,,no,,,,,GEO,SRA607160,,public,25EB6A256FC8D9534311E2CD3DA9E517,6044442245A2D9DC753DFD1EE8BA6A9E
SRR6026352,2017-12-15 12:47:05,2017-09-11 13:19:03,12664906,633245300,0,50,401,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026352.sralite.1,SRX3176813,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506508,SAMN07629659,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779470,,,,,,,no,,,,,GEO,SRA607160,,public,188F912C065BF56AC6FF62C9EDDE7F7A,6A8EF8ACB1CAF8C778F65E87946BE329
SRR6026353,2017-12-15 12:47:05,2017-09-11 13:18:58,12438694,621934700,0,50,392,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026353.sralite.1,SRX3176814,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506509,SAMN07629658,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779471,,,,,,,no,,,,,GEO,SRA607160,,public,91CF93770B2BBEEFF526FB34AAC6A8DA,9311115D48FC62B7948D95D72EE315F1
SRR6026354,2017-12-15 12:47:05,2017-09-11 13:19:43,13774421,688721050,0,50,429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026354.sralite.1,SRX3176815,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506510,SAMN07629657,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779472,,,,,,,no,,,,,GEO,SRA607160,,public,BDE6D79B4AAA497A28047154CB799FC6,5F7F166F9B4931777384DCBFB0DBA8EA
